time,trade_id,ticker,time_to_strike,count,shift,kalshi_fair,yes_price,no_price,taker_side,day_forecast_high,day_forecast_strike_dev,day_forecast_wet_bulb_strike_dev,current_forecast_strike_dev,day_current_forecast_dev,day_wind_gusts_max,day_wind_speed_max,day_cloud_cover_max,day_cloud_cover_min,day_sunshine_duration,hour_wind_gusts,hour_wind_speed,hour_cloud_cover,hour_cloud_cover_high,kalshi_strike_dev,kalshi_day_forecast_dev,day_forecast_percipitation,day_forecast_rain,hour_forecast_rain,strike_m_5.0,strike_m_3.0,strike_m_1.0,strike_p_1.0,strike_p_3.0,strike_p_5.0,kalshi_dist_entropy,impact,result,outcome
2024-11-14 10:00:23.965963,e522ebea-cc39-4136-a17f-c8372eb1e5df,KXHIGHNY-24NOV15-B58.5,136716.034,20,3.0,58.5,97,3,1,59.7,1.2,-12.6,-18.4,19.6,49.7,18.8,100,0,31254.5,20.2,15.2,16,6,0.0,1.2,0.0,0.0,0.0,0,0,0,0,97,0,-443.747,2.0,3,1
2024-11-14 10:01:01.752998,e2456bcc-6dd7-4e71-a497-c83daf28a50e,KXHIGHNY-24NOV15-T52,136678.247,2,-5.0,58.338,2,98,0,59.7,9.2,-4.6,-10.4,19.6,49.7,18.8,100,0,31254.5,20.2,15.2,16,6,7.838,1.362,0.0,0.0,0.0,2,0,0,0,97,0,-445.133,1.0,2,0
2024-11-14 10:01:41.129956,25d35701-bd21-49a9-b6d2-2b2e29ffbd51,KXHIGHNY-24NOV15-T52,136638.87,18,-5.0,58.338,2,98,0,59.7,9.2,-4.6,-10.4,19.6,49.7,18.8,100,0,31254.5,20.2,15.2,16,6,7.838,1.362,0.0,0.0,0.0,2,0,0,0,97,0,-445.133,1.0,2,0
2024-11-14 10:04:02.616066,7802b409-1454-40db-810e-6095a0778900,KXHIGHNY-24NOV15-T59,136497.384,92,5.0,58.623,15,85,1,59.7,-0.8,-14.6,-20.4,19.6,49.7,18.8,100,0,31254.5,20.2,15.2,16,6,-1.877,1.077,0.0,0.0,0.0,2,0,0,0,97,15,-485.754,-14.0,-15,0
2024-11-14 10:04:02.616066,184d30ab-5771-4ce3-b06c-543e79968dca,KXHIGHNY-24NOV15-T59,136497.384,8,5.0,58.623,15,85,1,59.7,-0.8,-14.6,-20.4,19.6,49.7,18.8,100,0,31254.5,20.2,15.2,16,6,-1.877,1.077,0.0,0.0,0.0,2,0,0,0,97,15,-485.754,-14.0,-15,0
2024-11-14 10:06:53.711747,615bd8d5-de69-4437-92cf-acd82af7446c,KXHIGHNY-24NOV15-T59,136326.288,8,5.0,58.746,23,77,1,59.7,-0.8,-14.6,-20.4,19.6,49.7,18.8,100,0,31254.5,20.2,15.2,16,6,-1.754,0.954,0.0,0.0,0.0,2,0,0,0,97,23,-517.25,-21.825,-23,0
2024-11-14 10:06:53.711747,0a928f29-4308-4caf-af0a-a436035fc798,KXHIGHNY-24NOV15-T59,136326.288,8,5.0,58.746,23,77,1,59.7,-0.8,-14.6,-20.4,19.6,49.7,18.8,100,0,31254.5,20.2,15.2,16,6,-1.754,0.954,0.0,0.0,0.0,2,0,0,0,97,23,-517.25,-21.825,-23,0
2024-11-14 10:12:29.864712,febe9712-1593-4bc5-8546-a91574439eb8,KXHIGHNY-24NOV15-B54.5,135990.135,240,-1.0,58.424,10,90,0,59.7,5.2,-8.6,-14.4,19.6,49.7,18.8,100,0,31254.5,20.2,15.2,16,6,3.924,1.276,0.0,0.0,0.0,2,0,10,0,97,23,-540.275,9.0,10,0
2024-11-14 10:12:29.902639,344965ff-03a1-48a7-bd90-16e6580e72be,KXHIGHNY-24NOV15-B54.5,135990.097,240,-1.0,58.424,10,90,0,59.7,5.2,-8.6,-14.4,19.6,49.7,18.8,100,0,31254.5,20.2,15.2,16,6,3.924,1.276,0.0,0.0,0.0,2,0,10,0,97,23,-540.275,9.0,10,0
2024-11-14 10:12:30.008929,d250574d-6738-4e7c-a9d8-2c938280ebcf,KXHIGHNY-24NOV15-B58.5,135989.991,12,3.0,58.357,35,65,1,59.7,1.2,-12.6,-18.4,19.6,49.7,18.8,100,0,31254.5,20.2,15.2,16,6,-0.143,1.343,0.0,0.0,0.0,2,0,10,0,35,23,-220.966,64.0,65,1
