time,trade_id,ticker,time_to_strike,count,shift,kalshi_fair,yes_price,no_price,taker_side,day_forecast_high,day_forecast_strike_dev,day_forecast_wet_bulb_strike_dev,current_forecast_strike_dev,day_current_forecast_dev,day_wind_gusts_max,day_wind_speed_max,day_cloud_cover_max,day_cloud_cover_min,day_sunshine_duration,hour_wind_gusts,hour_wind_speed,hour_cloud_cover,hour_cloud_cover_high,kalshi_strike_dev,kalshi_day_forecast_dev,day_forecast_percipitation,day_forecast_rain,hour_forecast_rain,strike_m_5.0,strike_m_3.0,strike_m_1.0,strike_p_1.0,strike_p_3.0,strike_p_5.0,kalshi_dist_entropy,impact,result,outcome
2024-11-09 10:00:59.141726,8c6dd0a1-6350-4da5-bbaf-7de8ddb390c6,KXHIGHNY-24NOV10-B55.5,136680.858,8,-3.0,55.5,14,86,1,57.5,2.0,-3.0,-9.5,11.5,43.6,16.8,100,0,25762.11,27.4,7.8,0,0,0.0,2.0,41.0,0.1,0.0,0,14,0,0,0,0,-36.947,-13.0,-14,0
2024-11-09 10:00:59.141726,1a4c1fcf-9d95-4d55-8f43-e1aed8f6e4d9,KXHIGHNY-24NOV10-B55.5,136680.858,10,-3.0,55.5,80,20,1,57.5,2.0,-3.0,-9.5,11.5,43.6,16.8,100,0,25762.11,27.4,7.8,0,0,0.0,2.0,41.0,0.1,0.0,0,80,0,0,0,0,-350.562,-79.0,-80,0
2024-11-09 10:01:13.115105,65836668-7d1c-45b4-b5ee-0497c555e6ef,KXHIGHNY-24NOV10-B59.5,136666.885,21,1.0,57.181,58,42,1,57.5,-2.0,-7.0,-13.5,11.5,43.6,16.8,100,0,25762.11,27.4,7.8,0,0,-2.319,0.319,41.0,0.1,0.0,0,80,0,58,0,0,-586.068,-56.0,-58,0
2024-11-09 10:02:29.161322,21c8b4e8-73d6-4abb-8b35-adc628a901b9,KXHIGHNY-24NOV10-B55.5,136590.839,18,-3.0,59.432,1,99,0,57.5,2.0,-3.0,-9.5,11.5,43.6,16.8,100,0,25762.11,27.4,7.8,0,0,3.932,-1.932,41.0,0.1,0.0,0,1,0,58,0,0,-235.506,0.0,1,0
2024-11-09 10:05:59.147463,36841c19-38f1-4acf-b621-d0fe084f664c,KXHIGHNY-24NOV10-B59.5,136380.853,22,1.0,59.434,60,40,0,57.5,-2.0,-7.0,-13.5,11.5,43.6,16.8,100,0,25762.11,27.4,7.8,0,0,-0.066,-1.934,41.0,0.1,0.0,0,1,0,60,0,0,-245.661,58.694,60,0
2024-11-09 10:06:53.534408,bc904025-ec72-4621-baef-a3a59d35fee3,KXHIGHNY-24NOV10-B57.5,136326.466,33,-1.0,58.811,29,71,1,57.5,0.0,-5.0,-11.5,11.5,43.6,16.8,100,0,25762.11,27.4,7.8,0,0,1.311,-1.311,41.0,0.1,0.0,0,1,29,60,0,0,-343.312,69.0,71,1
2024-11-09 10:06:53.534408,3fa66016-860c-49d5-9e29-c32970102b51,KXHIGHNY-24NOV10-B57.5,136326.466,11,-1.0,58.811,29,71,1,57.5,0.0,-5.0,-11.5,11.5,43.6,16.8,100,0,25762.11,27.4,7.8,0,0,1.311,-1.311,41.0,0.1,0.0,0,1,29,60,0,0,-343.312,69.0,71,1
2024-11-09 10:06:53.644488,86577a7f-d5ac-44e4-9c42-1d15a397c95f,KXHIGHNY-24NOV10-B61.5,136326.356,33,3.0,59.005,7,93,0,57.5,-4.0,-9.0,-15.5,11.5,43.6,16.8,100,0,25762.11,27.4,7.8,0,0,-2.495,-1.505,41.0,0.1,0.0,0,1,29,60,7,0,-356.934,6.0,7,0
2024-11-09 10:06:53.649908,82ffbfc1-887d-4467-8505-a3266ce57e67,KXHIGHNY-24NOV10-B55.5,136326.35,33,-3.0,58.866,5,95,0,57.5,2.0,-3.0,-9.5,11.5,43.6,16.8,100,0,25762.11,27.4,7.8,0,0,3.366,-1.366,41.0,0.1,0.0,0,5,29,60,7,0,-364.981,4.0,5,0
2024-11-09 10:06:53.654086,ce20c7c7-70dc-4c39-8bdc-bd1428e23e4b,KXHIGHNY-24NOV10-T55,136326.346,33,-5.0,58.814,1,99,0,57.5,4.0,-1.0,-7.5,11.5,43.6,16.8,100,0,25762.11,27.4,7.8,0,0,5.314,-1.314,41.0,0.1,0.0,1,5,29,60,7,0,-364.981,0.0,1,0
2024-11-09 10:06:53.667966,9095bc9e-74e9-4432-9283-59dcf573bbb9,KXHIGHNY-24NOV10-T62,136326.332,33,5.0,58.859,1,99,0,57.5,-6.0,-11.0,-17.5,11.5,43.6,16.8,100,0,25762.11,27.4,7.8,0,0,-4.641,-1.359,41.0,0.1,0.0,1,5,29,60,7,1,-364.981,0.0,1,0
2024-11-09 10:06:53.671308,31201a0a-7423-4431-b915-25e846b92d1c,KXHIGHNY-24NOV10-B59.5,136326.329,33,1.0,58.859,60,40,0,57.5,-2.0,-7.0,-13.5,11.5,43.6,16.8,100,0,25762.11,27.4,7.8,0,0,-0.641,-1.359,41.0,0.1,0.0,1,5,29,60,7,1,-364.981,58.029,60,0
2024-11-09 10:12:28.717738,8e40117c-59db-4cd6-8a9e-be8a0853e80b,KXHIGHNY-24NOV10-B61.5,135991.282,10,3.0,59.195,22,78,1,57.5,-4.0,-9.0,-15.5,11.5,43.6,16.8,100,0,25762.11,27.4,7.8,0,0,-2.305,-1.695,41.0,0.1,0.0,1,5,29,60,22,1,-419.362,-21.0,-22,0
2024-11-09 10:12:28.717738,fa2f1a33-4770-46f5-928e-e1dfcd8e1d84,KXHIGHNY-24NOV10-B61.5,135991.282,1,3.0,59.175,21,79,1,57.5,-4.0,-9.0,-15.5,11.5,43.6,16.8,100,0,25762.11,27.4,7.8,0,0,-2.325,-1.675,41.0,0.1,0.0,1,5,29,60,21,1,-415.294,-20.0,-21,0
2024-11-09 10:12:28.717738,a56beb78-e00e-4c6f-861d-c0544f33cfcd,KXHIGHNY-24NOV10-B61.5,135991.282,12,3.0,59.358,31,69,1,57.5,-4.0,-9.0,-15.5,11.5,43.6,16.8,100,0,25762.11,27.4,7.8,0,0,-2.142,-1.858,41.0,0.1,0.0,1,5,29,60,31,1,-457.813,-30.0,-31,0
2024-11-09 10:12:28.816822,19c59c53-a534-41cc-8f05-c36711446e77,KXHIGHNY-24NOV10-B61.5,135991.183,5,3.0,59.5,40,60,0,57.5,-4.0,-9.0,-15.5,11.5,43.6,16.8,100,0,25762.11,27.4,7.8,0,0,-2.0,-2.0,41.0,0.1,0.0,1,5,29,60,40,1,-498.915,39.0,40,0
2024-11-09 10:12:28.834429,79cdc57a-2ee9-4283-a6e9-51975ded3111,KXHIGHNY-24NOV10-B55.5,135991.166,5,-3.0,59.5,5,95,0,57.5,2.0,-3.0,-9.5,11.5,43.6,16.8,100,0,25762.11,27.4,7.8,0,0,4.0,-2.0,41.0,0.1,0.0,1,5,29,60,40,1,-498.915,4.0,5,0
2024-11-09 10:12:28.835481,28f11295-ce71-4cbb-8c6d-72ee62c11050,KXHIGHNY-24NOV10-B61.5,135991.165,5,3.0,59.5,40,60,0,57.5,-4.0,-9.0,-15.5,11.5,43.6,16.8,100,0,25762.11,27.4,7.8,0,0,-2.0,-2.0,41.0,0.1,0.0,1,5,29,60,40,1,-498.915,39.0,40,0
2024-11-09 10:12:28.846793,5c5cacfa-2ddb-4398-9cfa-dd5295c3e360,KXHIGHNY-24NOV10-B59.5,135991.153,5,1.0,59.5,60,40,0,57.5,-2.0,-7.0,-13.5,11.5,43.6,16.8,100,0,25762.11,27.4,7.8,0,0,0.0,-2.0,41.0,0.1,0.0,1,5,29,60,40,1,-498.915,58.047,60,0
2024-11-09 10:12:28.847369,dff73daa-df41-457a-b7b4-3f61b6f46aa2,KXHIGHNY-24NOV10-T55,135991.153,5,-5.0,59.5,1,99,0,57.5,4.0,-1.0,-7.5,11.5,43.6,16.8,100,0,25762.11,27.4,7.8,0,0,6.0,-2.0,41.0,0.1,0.0,1,5,29,60,40,1,-498.915,0.0,1,0
2024-11-09 10:12:28.858086,9759794a-1001-49ec-af6b-85c00502e4bf,KXHIGHNY-24NOV10-B57.5,135991.142,5,-1.0,59.767,13,87,0,57.5,0.0,-5.0,-11.5,11.5,43.6,16.8,100,0,25762.11,27.4,7.8,0,0,2.267,-2.267,41.0,0.1,0.0,1,5,13,60,40,1,-434.607,-85.0,-87,1
