time,trade_id,ticker,time_to_strike,count,shift,kalshi_fair,yes_price,no_price,taker_side,day_forecast_high,day_forecast_strike_dev,day_forecast_wet_bulb_strike_dev,current_forecast_strike_dev,day_current_forecast_dev,day_wind_gusts_max,day_wind_speed_max,day_cloud_cover_max,day_cloud_cover_min,day_sunshine_duration,hour_wind_gusts,hour_wind_speed,hour_cloud_cover,hour_cloud_cover_high,kalshi_strike_dev,kalshi_day_forecast_dev,day_forecast_percipitation,day_forecast_rain,hour_forecast_rain,strike_m_5.0,strike_m_3.0,strike_m_1.0,strike_p_1.0,strike_p_3.0,strike_p_5.0,kalshi_dist_entropy,impact,result,outcome
2024-12-23 10:30:02.383327,76ac4705-5582-48de-bee4-457c673f7f69,KXHIGHNY-24DEC24-B34.5,134937.617,11,-3.0,34.5,11,89,0,39.6,5.1,-0.6,-20.1,25.2,32.4,14.3,100,4,22137.79,5.8,5.0,5,5,0.0,5.1,67.0,0.3,0.0,0,11,0,0,0,0,-26.377,10.0,11,0
2024-12-23 10:30:46.590080,c00f9b67-637e-4bee-9b28-5d6df14c53e2,KXHIGHNY-24DEC24-B36.5,134893.41,5,-1.0,35.889,25,75,0,39.6,3.1,-2.6,-22.1,25.2,32.4,14.3,100,4,22137.79,5.8,5.0,5,5,-0.611,3.711,67.0,0.3,0.0,0,11,25,0,0,0,-106.849,24.0,25,0
2024-12-23 11:43:18.280609,5986629f-a998-40ec-9074-e6512ee6cac1,KXHIGHNY-24DEC24-B36.5,130541.719,5,-1.0,36.114,46,54,1,39.6,3.1,-2.6,-18.0,21.1,32.4,14.3,100,4,22137.79,5.0,3.7,3,0,-0.386,3.486,67.0,0.3,0.0,0,11,46,0,0,0,-202.494,-45.0,-46,0
2024-12-23 11:43:18.280609,2c6bbc7c-7640-450d-af4d-16886e650eb1,KXHIGHNY-24DEC24-B36.5,130541.719,5,-1.0,36.107,45,55,1,39.6,3.1,-2.6,-18.0,21.1,32.4,14.3,100,4,22137.79,5.0,3.7,3,0,-0.393,3.493,67.0,0.3,0.0,0,11,45,0,0,0,-197.677,-44.0,-45,0
2024-12-23 12:30:20.454871,60a37ef3-d265-4688-a9de-6c996c640e4b,KXHIGHNY-24DEC24-B36.5,127719.545,1,-1.0,35.905,26,74,0,39.6,3.1,-2.6,-15.3,18.4,32.4,14.3,100,4,22137.79,5.8,4.3,6,0,-0.595,3.695,67.0,0.3,0.0,0,11,26,0,0,0,-111.087,25.0,26,0
2024-12-23 12:30:20.705279,fa7d9191-6cca-4a60-8379-16aac7899914,KXHIGHNY-24DEC24-B38.5,127719.295,1,1.0,36.816,20,80,0,39.6,1.1,-4.6,-17.3,18.4,32.4,14.3,100,4,22137.79,5.8,4.3,6,0,-1.684,2.784,67.0,0.3,0.0,0,11,26,20,0,0,-171.002,-79.0,-80,1
2024-12-23 12:49:10.539501,70d98a23-437b-4df8-ac14-41d399eb29a4,KXHIGHNY-24DEC24-B36.5,126589.46,5,-1.0,36.816,26,74,0,39.6,3.1,-2.6,-15.3,18.4,32.4,14.3,100,4,22137.79,5.8,4.3,6,0,0.316,2.784,67.0,0.3,0.0,0,11,26,20,0,0,-171.002,25.0,26,0
2024-12-23 13:10:50.632340,d54cff8f-4d71-4389-84ec-0dd0836fc407,KXHIGHNY-24DEC24-B34.5,125289.368,101,-3.0,36.776,12,88,0,39.6,5.1,-0.6,-11.6,16.7,32.4,14.3,100,4,22137.79,7.2,4.7,7,0,2.276,2.824,67.0,0.3,0.0,0,12,26,20,0,0,-174.444,11.0,12,0
2024-12-23 14:51:34.047062,f200b4f9-f0a1-4b7d-b287-3aa6480427ce,KXHIGHNY-24DEC24-B38.5,119245.953,5,1.0,37.092,33,67,1,39.6,1.1,-4.6,-12.3,13.4,32.4,14.3,100,4,22137.79,6.5,1.3,91,0,-1.408,2.508,67.0,0.3,0.0,0,12,26,33,0,0,-229.914,66.0,67,1
2024-12-23 14:51:53.098093,f8e6ff6a-9688-4495-b6da-1850c6b16d87,KXHIGHNY-24DEC24-B40.5,119226.902,10,3.0,37.619,13,87,1,39.6,-0.9,-6.6,-14.3,13.4,32.4,14.3,100,4,22137.79,6.5,1.3,91,0,-2.881,1.981,67.0,0.3,0.0,0,12,26,33,13,0,-263.258,-12.0,-13,0
2024-12-23 14:51:53.098093,94428af0-f3e6-4de0-ab61-83ec022f8674,KXHIGHNY-24DEC24-B40.5,119226.902,10,3.0,37.619,13,87,1,39.6,-0.9,-6.6,-14.3,13.4,32.4,14.3,100,4,22137.79,6.5,1.3,91,0,-2.881,1.981,67.0,0.3,0.0,0,12,26,33,13,0,-263.258,-12.0,-13,0
2024-12-23 14:51:53.098093,3f380055-da65-4119-bd71-60094d28757f,KXHIGHNY-24DEC24-B40.5,119226.902,500,3.0,37.316,5,95,1,39.6,-0.9,-6.6,-14.3,13.4,32.4,14.3,100,4,22137.79,6.5,1.3,91,0,-3.184,2.284,67.0,0.3,0.0,0,12,26,33,5,0,-237.961,-4.0,-5,0
2024-12-23 15:16:37.206749,b870fad2-f0c9-4948-b645-d549aedd868e,KXHIGHNY-24DEC24-B38.5,117742.793,7,1.0,37.331,34,66,1,39.6,1.1,-4.6,-11.3,12.4,32.4,14.3,100,4,22137.79,8.6,5.3,4,0,-1.169,2.269,67.0,0.3,0.0,0,12,26,34,5,0,-242.473,65.0,66,1
2024-12-23 15:24:19.847245,1a7d293d-c64e-4a2c-9245-75e62c9fb838,KXHIGHNY-24DEC24-B36.5,117280.153,4,-1.0,37.174,44,56,1,39.6,3.1,-2.6,-9.3,12.4,32.4,14.3,100,4,22137.79,8.6,5.3,4,0,0.674,2.426,67.0,0.3,0.0,0,12,44,34,5,0,-324.267,-43.0,-44,0
2024-12-23 15:25:51.299903,55676176-0232-4d87-be85-90f31bf33168,KXHIGHNY-24DEC24-B38.5,117188.7,10,1.0,37.174,34,66,1,39.6,1.1,-4.6,-11.3,12.4,32.4,14.3,100,4,22137.79,8.6,5.3,4,0,-1.326,2.426,67.0,0.3,0.0,0,12,44,34,5,0,-324.267,65.0,66,1
