time,trade_id,ticker,time_to_strike,count,shift,kalshi_fair,yes_price,no_price,taker_side,day_forecast_high,day_forecast_strike_dev,day_forecast_wet_bulb_strike_dev,day_forecast_apparent_temperature_strike_dev,day_forecast_dew_point_strike_dev,current_forecast_strike_dev,day_current_forecast_dev,day_wind_gusts_max,day_wind_speed_max,day_cloud_cover_max,day_cloud_cover_min,day_sunshine_duration,hour_wind_gusts,hour_wind_speed,hour_cloud_cover,hour_cloud_cover_high,kalshi_strike_dev,kalshi_day_forecast_dev,day_forecast_percipitation,day_forecast_rain,hour_forecast_rain,strike_m_5.0,strike_m_3.0,strike_m_1.0,strike_p_1.0,strike_p_3.0,strike_p_5.0,kalshi_dist_entropy,impact,result,outcome
2024-08-25 10:26:19.932841,7c0a08a6-037d-461c-a073-a4d1414e40b3,HIGHNY-24AUG26-B81.5,135160.067,56,-3.0,81.5,4,96,0,86.4,4.9,-8.8,10.8,-13.0,-3.6,8.5,28.8,14.7,100,0,43200.0,11.5,6.1,13,0,0.0,4.9,0.0,0.0,0.0,0,4,0,0,0,0,-5.545,3.0,4,0
2024-08-25 10:28:35.223288,8853c4f7-34fd-4eff-ae4b-5769e061d6c9,HIGHNY-24AUG26-B85.5,135024.777,180,1.0,85.186,47,53,1,86.4,0.9,-12.8,6.8,-17.0,-7.6,8.5,28.8,14.7,100,0,43200.0,11.5,6.1,13,0,-0.314,1.214,0.0,0.0,0.0,0,4,0,47,0,0,-186.502,52.0,53,1
2024-08-25 10:28:35.223288,802ad8f7-87f9-4aa6-8491-f0ba97d5e64f,HIGHNY-24AUG26-B85.5,135024.777,72,1.0,85.16,43,57,1,86.4,0.9,-12.8,6.8,-17.0,-7.6,8.5,28.8,14.7,100,0,43200.0,11.5,6.1,13,0,-0.34,1.24,0.0,0.0,0.0,0,4,0,43,0,0,-167.277,56.0,57,1
2024-08-25 10:28:35.223288,1abe97e8-307e-498d-bf8c-9ad38ae1910c,HIGHNY-24AUG26-B85.5,135024.777,180,1.0,85.173,45,55,1,86.4,0.9,-12.8,6.8,-17.0,-7.6,8.5,28.8,14.7,100,0,43200.0,11.5,6.1,13,0,-0.327,1.227,0.0,0.0,0.0,0,4,0,45,0,0,-176.845,54.0,55,1
2024-08-25 10:32:33.394898,a45d31a2-5999-41e1-b29d-e52205a73ad5,HIGHNY-24AUG26-B87.5,134786.605,18,3.0,85.69,14,86,0,86.4,-1.1,-14.8,4.8,-19.0,-9.6,8.5,28.8,14.7,100,0,43200.0,11.5,6.1,13,0,-1.81,0.71,0.0,0.0,0.0,0,4,0,45,14,0,-213.792,13.0,14,0
2024-08-25 10:36:29.510198,30e628a2-0051-47b6-b4eb-86acb517b9e6,HIGHNY-24AUG26-B87.5,134550.49,7,3.0,85.69,14,86,0,86.4,-1.1,-14.8,4.8,-19.0,-9.6,8.5,28.8,14.7,100,0,43200.0,11.5,6.1,13,0,-1.81,0.71,0.0,0.0,0.0,0,4,0,45,14,0,-213.792,13.0,14,0
2024-08-25 10:42:11.170004,c4c334cd-db80-4fbd-a5b6-49137077fdd8,HIGHNY-24AUG26-B85.5,134208.83,21,1.0,85.694,44,56,1,86.4,0.9,-12.8,6.8,-17.0,-7.6,8.5,28.8,14.7,100,0,43200.0,11.5,6.1,13,0,0.194,0.706,0.0,0.0,0.0,0,4,0,44,14,0,-208.996,55.0,56,1
2024-08-25 10:42:21.677468,cad5408e-d3e7-4553-b5a4-2a0c44991b82,HIGHNY-24AUG26-B87.5,134198.323,67,3.0,85.694,14,86,1,86.4,-1.1,-14.8,4.8,-19.0,-9.6,8.5,28.8,14.7,100,0,43200.0,11.5,6.1,13,0,-1.806,0.706,0.0,0.0,0.0,0,4,0,44,14,0,-208.996,-13.0,-14,0
2024-08-25 10:42:27.930148,e2886f3c-309a-4b50-91c1-d8e702c701fa,HIGHNY-24AUG26-B85.5,134192.07,3,1.0,85.688,46,54,1,86.4,0.9,-12.8,6.8,-17.0,-7.6,8.5,28.8,14.7,100,0,43200.0,11.5,6.1,13,0,0.188,0.713,0.0,0.0,0.0,0,4,0,46,14,0,-218.609,53.0,54,1
2024-08-25 10:42:27.930148,965c9e2b-b47f-4ac4-a5e6-8bf309f3fd3d,HIGHNY-24AUG26-B85.5,134192.07,18,1.0,85.694,44,56,1,86.4,0.9,-12.8,6.8,-17.0,-7.6,8.5,28.8,14.7,100,0,43200.0,11.5,6.1,13,0,0.194,0.706,0.0,0.0,0.0,0,4,0,44,14,0,-208.996,55.0,56,1
