time,trade_id,ticker,time_to_strike,count,shift,kalshi_fair,yes_price,no_price,taker_side,day_forecast_high,day_forecast_strike_dev,day_forecast_wet_bulb_strike_dev,current_forecast_strike_dev,day_current_forecast_dev,day_wind_gusts_max,day_wind_speed_max,day_cloud_cover_max,day_cloud_cover_min,day_sunshine_duration,hour_wind_gusts,hour_wind_speed,hour_cloud_cover,hour_cloud_cover_high,kalshi_strike_dev,kalshi_day_forecast_dev,day_forecast_percipitation,day_forecast_rain,hour_forecast_rain,strike_m_5.0,strike_m_3.0,strike_m_1.0,strike_p_1.0,strike_p_3.0,strike_p_5.0,kalshi_dist_entropy,impact,result,outcome
2024-12-14 10:12:28.736460,f0390efc-1359-403e-9f07-7caef98190eb,KXHIGHNY-24DEC15-B37.5,135991.264,150,-1.0,37.5,30,70,0,37.7,0.2,-3.9,-10.6,10.8,20.2,13.8,100,0,17563.12,22.3,11.7,7,0,0.0,0.2,16.0,0.0,0.0,0,0,30,0,0,0,-102.036,29.0,30,0
2024-12-14 10:12:28.736460,b8e5ece9-8885-427d-a13a-28e6f71a5271,KXHIGHNY-24DEC15-B37.5,135991.264,30,-1.0,37.5,25,75,0,37.7,0.2,-3.9,-10.6,10.8,20.2,13.8,100,0,17563.12,22.3,11.7,7,0,0.0,0.2,16.0,0.0,0.0,0,0,25,0,0,0,-80.472,24.0,25,0
2024-12-14 10:12:28.736460,95f9de18-62a6-45ff-9494-8ccf3755e057,KXHIGHNY-24DEC15-B37.5,135991.264,20,-1.0,37.5,35,65,0,37.7,0.2,-3.9,-10.6,10.8,20.2,13.8,100,0,17563.12,22.3,11.7,7,0,0.0,0.2,16.0,0.0,0.0,0,0,35,0,0,0,-124.437,34.0,35,0
2024-12-14 10:12:28.803212,f514c433-f1d1-454c-95bc-ef081e57768c,KXHIGHNY-24DEC15-B37.5,135991.197,36,-1.0,37.5,21,79,0,37.7,0.2,-3.9,-10.6,10.8,20.2,13.8,100,0,17563.12,22.3,11.7,7,0,0.0,0.2,16.0,0.0,0.0,0,0,21,0,0,0,-63.935,20.0,21,0
2024-12-14 10:12:28.803212,4b85e1bc-7910-40b8-8aba-e630925b7f10,KXHIGHNY-24DEC15-B37.5,135991.197,36,-1.0,37.5,20,80,0,37.7,0.2,-3.9,-10.6,10.8,20.2,13.8,100,0,17563.12,22.3,11.7,7,0,0.0,0.2,16.0,0.0,0.0,0,0,20,0,0,0,-59.915,19.0,20,0
2024-12-14 10:12:28.803212,118ae2c0-e27b-43ef-b2e1-8cf88cb84447,KXHIGHNY-24DEC15-B37.5,135991.197,20,-1.0,37.5,25,75,0,37.7,0.2,-3.9,-10.6,10.8,20.2,13.8,100,0,17563.12,22.3,11.7,7,0,0.0,0.2,16.0,0.0,0.0,0,0,25,0,0,0,-80.472,24.0,25,0
2024-12-14 10:12:28.975724,e9719546-35cd-41d8-bb60-19682eae3bfb,KXHIGHNY-24DEC15-B41.5,135991.024,9,3.0,39.227,19,81,1,37.7,-3.8,-7.9,-14.6,10.8,20.2,13.8,100,0,17563.12,22.3,11.7,7,0,-2.273,-1.527,16.0,0.0,0.0,0,0,25,0,19,0,-136.416,80.0,81,1
2024-12-14 10:12:28.975724,61c1314c-e3dc-47e1-a44e-ddc65df5c0b6,KXHIGHNY-24DEC15-B41.5,135991.024,50,3.0,39.0,15,85,1,37.7,-3.8,-7.9,-14.6,10.8,20.2,13.8,100,0,17563.12,22.3,11.7,7,0,-2.5,-1.3,16.0,0.0,0.0,0,0,25,0,15,0,-121.093,84.0,85,1
2024-12-14 10:12:28.975724,5c3ee67a-250d-4020-867e-1a687617d4aa,KXHIGHNY-24DEC15-B41.5,135991.024,24,3.0,39.613,28,72,1,37.7,-3.8,-7.9,-14.6,10.8,20.2,13.8,100,0,17563.12,22.3,11.7,7,0,-1.887,-1.913,16.0,0.0,0.0,0,0,25,0,28,0,-173.774,71.0,72,1
2024-12-14 10:13:50.103521,67bd0529-a46f-4a68-92e0-3cbd9ac0852b,KXHIGHNY-24DEC15-B37.5,135909.896,240,-1.0,40.045,16,84,1,37.7,0.2,-3.9,-10.6,10.8,20.2,13.8,100,0,17563.12,22.3,11.7,7,0,2.545,-2.345,16.0,0.0,0.0,0,0,16,0,28,0,-137.663,-15.0,-16,0
2024-12-14 10:13:50.103521,63dd50ed-9de1-4a06-a17b-00fd7c3de2e1,KXHIGHNY-24DEC15-B37.5,135909.896,200,-1.0,39.935,18,82,1,37.7,0.2,-3.9,-10.6,10.8,20.2,13.8,100,0,17563.12,22.3,11.7,7,0,2.435,-2.235,16.0,0.0,0.0,0,0,18,0,28,0,-145.328,-17.0,-18,0
2024-12-14 10:13:50.103521,220fb624-31c4-4d51-822b-7e499fbbac7e,KXHIGHNY-24DEC15-B37.5,135909.896,200,-1.0,39.989,17,83,1,37.7,0.2,-3.9,-10.6,10.8,20.2,13.8,100,0,17563.12,22.3,11.7,7,0,2.489,-2.289,16.0,0.0,0.0,0,0,17,0,28,0,-141.466,-16.0,-17,0
2024-12-14 10:15:35.641321,63e87eb0-9b17-4a35-9457-70efeaf26eb2,KXHIGHNY-24DEC15-B41.5,135804.359,14,3.0,40.112,32,68,0,37.7,-3.8,-7.9,-14.6,10.8,20.2,13.8,100,0,17563.12,22.3,11.7,7,0,-1.388,-2.412,16.0,0.0,0.0,0,0,17,0,32,0,-159.068,-67.0,-68,1
2024-12-14 10:44:32.553441,5453128e-bd5d-4782-90d3-2ccfef926bdf,KXHIGHNY-24DEC15-B39.5,134067.447,10,1.0,39.823,44,56,1,37.7,-1.8,-5.9,-12.6,10.8,20.2,13.8,100,0,17563.12,22.3,11.7,7,0,0.323,-2.123,16.0,0.0,0.0,0,0,17,44,32,0,-325.573,-43.0,-44,0
2024-12-14 11:07:18.091828,314fdca3-5f93-4ab5-9778-44736cdf7803,KXHIGHNY-24DEC15-B41.5,132701.908,100,3.0,39.747,28,72,0,37.7,-3.8,-7.9,-11.9,8.1,20.2,13.8,100,0,17563.12,23.0,14.0,6,0,-1.753,-2.047,16.0,0.0,0.0,0,0,17,44,28,0,-307.971,-71.0,-72,1
2024-12-14 12:04:46.893538,645e15f4-8b6a-4076-bcd5-1f043f012a68,KXHIGHNY-24DEC15-B35.5,129253.106,37,-3.0,39.521,5,95,1,37.7,2.2,-1.9,-4.0,6.2,20.2,13.8,100,0,17563.12,18.7,14.6,3,0,4.021,-1.821,16.0,0.0,0.0,0,5,17,44,28,0,-316.018,-4.0,-5,0
