time,trade_id,ticker,time_to_strike,count,shift,kalshi_fair,forecast,yes_price,no_price,taker_side,kalshi_strike_delta,forecast_strike_delta,forecast_bucket_delta,kalshi_forecast_delta,strike_m_3.5,strike_m_3.0,strike_m_1.0,strike_p_1.0,strike_p_3.0,strike_p_3.5,entropy,impact,result,outcome
2024-08-22 10:19:26.851315,cbcd2afe-530a-40b1-afc1-7c23ac938ca6,HIGHNY-24AUG23-T84,135573.149,50,3.5,84.0,82.6,1,99,0,0.0,-1.4,81.4,-1.4,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,0.0,1,0
2024-08-22 10:19:35.457979,f06c88e3-0aff-4f3f-a13c-b679906964b3,HIGHNY-24AUG23-T77,135564.542,50,-3.5,80.316,82.6,1,99,0,3.316,5.6,74.4,2.284,1.0,0.0,0.0,0.0,0.0,0.9,0.095,0.0,1,0
2024-08-22 10:19:51.455542,fdad207f-0233-4e91-97c4-b906faa3cc71,HIGHNY-24AUG23-B81.5,135548.544,180,1.0,81.446,82.6,36,64,1,-0.054,1.1,80.4,1.154,0.9,0.0,0.0,36.0,0.0,0.81,-128.741,-33.638,-36,0
2024-08-22 10:19:51.455542,447b1d9c-8710-49ce-bc36-86b6b50565c1,HIGHNY-24AUG23-B81.5,135548.544,180,1.0,81.454,82.6,38,62,1,-0.046,1.1,80.4,1.146,0.81,0.0,0.0,38.0,0.0,0.729,-137.827,-35.727,-38,0
2024-08-22 10:19:51.455542,001ea45a-89eb-49b9-89ee-d2fc1f1f0ea2,HIGHNY-24AUG23-B81.5,135548.544,90,1.0,81.454,82.6,34,66,1,-0.046,1.1,80.4,1.146,0.729,0.0,0.0,34.0,0.0,0.656,-119.389,-33.0,-34,0
2024-08-22 10:28:24.767789,9fcec5c4-e59b-4271-a696-559bdfa81008,HIGHNY-24AUG23-B79.5,135035.232,5,-1.0,80.417,82.6,36,64,1,0.917,3.1,78.4,2.183,0.656,0.0,36.0,30.6,0.0,0.59,-233.102,63.0,64,1
2024-08-22 10:28:29.309967,34ef66f8-326c-47aa-bba5-02dcdf7ac10d,HIGHNY-24AUG23-B81.5,135030.69,5,1.0,80.636,82.6,43,57,1,-0.864,1.1,80.4,1.964,0.59,0.0,32.4,43.0,0.0,0.531,-273.777,-40.349,-43,0
2024-08-22 11:13:10.916075,92ef5336-eef5-4037-abbf-7a284ec3360c,HIGHNY-24AUG23-B83.5,132349.084,20,3.0,81.12,82.6,14,86,1,-2.38,-0.9,82.4,1.48,0.531,0.0,29.16,38.7,14.0,0.478,-276.09,-11.0,-14,0
2024-08-22 11:53:40.300863,e0fb6973-efcd-4e2e-a2b0-a549153af23d,HIGHNY-24AUG23-B81.5,129919.699,18,1.0,81.157,82.6,43,57,1,-0.343,1.1,80.4,1.443,0.478,0.0,26.244,43.0,12.6,0.43,-278.691,-39.42,-43,0
2024-08-22 11:53:40.300863,bc22d578-0f1f-4dd2-8739-3e66cd1d7c6f,HIGHNY-24AUG23-B81.5,129919.699,180,1.0,81.18,82.6,44,56,1,-0.32,1.1,80.4,1.42,0.43,0.0,23.62,44.0,11.34,0.387,-267.998,-41.147,-44,0
2024-08-22 11:54:07.142938,0cd75ba8-0004-4369-8bfb-a8da48cf8abe,HIGHNY-24AUG23-B81.5,129892.857,72,1.0,81.202,82.6,45,55,1,-0.298,1.1,80.4,1.398,0.387,0.0,21.258,45.0,10.206,0.349,-259.252,-40.991,-45,0
2024-08-22 11:54:30.844258,944019a5-5b7e-44fd-8993-ad2cbf0146b8,HIGHNY-24AUG23-B77.5,129869.156,180,-3.0,80.696,82.6,11,89,0,3.196,5.1,76.4,1.904,0.349,11.0,19.132,40.5,9.185,0.314,-252.383,10.0,11,0
2024-08-22 11:54:39.943976,3dc6b0fe-a4dd-4f16-b6a3-7815e0db5b71,HIGHNY-24AUG23-B79.5,129860.056,18,-1.0,80.541,82.6,28,72,0,1.041,3.1,78.4,2.059,0.314,9.9,28.0,36.45,8.267,0.282,-263.811,-70.307,-72,1
2024-08-22 11:54:39.943976,381167e0-cdec-425e-acef-8cb2add91820,HIGHNY-24AUG23-B79.5,129860.056,180,-1.0,80.517,82.6,27,73,0,1.017,3.1,78.4,2.083,0.282,8.91,27.0,32.805,7.44,0.254,-237.21,-71.451,-73,1
2024-08-22 11:55:46.220700,593fbad6-ab4c-4855-b950-57675c9fd774,HIGHNY-24AUG23-B77.5,129793.779,54,-3.0,80.392,82.6,11,89,0,2.892,5.1,76.4,2.208,0.254,11.0,24.3,29.525,6.696,0.229,-215.9,9.704,11,0
2024-08-22 11:56:24.849591,cfccfa8c-a6f3-4dd3-8df4-acc6f1f53ea2,HIGHNY-24AUG23-B79.5,129755.15,108,-1.0,80.242,82.6,35,65,1,0.742,3.1,78.4,2.358,0.229,9.9,35.0,26.572,6.027,0.206,-244.448,62.714,65,1
2024-08-22 11:56:24.849591,10048e5c-0585-435a-9889-2e2aa51ead4e,HIGHNY-24AUG23-B79.5,129755.15,90,-1.0,80.226,82.6,33,67,1,0.726,3.1,78.4,2.374,0.206,8.91,33.0,23.915,5.424,0.185,-219.323,64.657,67,1
2024-08-22 11:56:41.897092,6be35080-ccb8-47f5-a58d-2e8c202ec494,HIGHNY-24AUG23-B81.5,129738.103,180,1.0,80.597,82.6,48,52,1,-0.903,1.1,80.4,2.003,0.185,8.019,29.7,48.0,4.881,0.167,-310.357,-43.174,-48,0
2024-08-22 11:56:41.897092,062320cc-6a19-496a-9d7e-a67ea2842c4e,HIGHNY-24AUG23-B81.5,129738.103,36,1.0,80.627,82.6,46,54,1,-0.873,1.1,80.4,1.973,0.167,7.217,26.73,46.0,4.393,0.15,-284.13,-41.686,-46,0
2024-08-22 12:06:38.824831,210d725b-6417-4a62-8efd-6bca6931ba78,HIGHNY-24AUG23-B79.5,129141.175,15,-1.0,80.533,82.6,31,69,1,1.033,3.1,78.4,2.067,0.15,6.495,31.0,41.4,3.954,0.135,-277.632,66.718,69,1
