time,trade_id,ticker,time_to_strike,count,shift,kalshi_fair,forecast,yes_price,no_price,taker_side,kalshi_strike_delta,forecast_strike_delta,forecast_bucket_delta,kalshi_forecast_delta,strike_m_3.5,strike_m_3.0,strike_m_1.0,strike_p_1.0,strike_p_3.0,strike_p_3.5,entropy,impact,result,outcome
2024-09-20 10:40:05.601281,510ad75b-f1f8-4d98-b0c9-04bab1df6951,HIGHNY-24SEP21-B78.5,134334.399,22,3.0,78.5,76.9,28,72,0,0.0,-1.6,78.1,-1.6,0.0,0.0,0.0,0.0,28.0,0.0,-93.302,-71.0,-72,1
2024-09-20 10:56:34.328325,b3954c49-6532-4a6e-a7ac-ce42075b5d10,HIGHNY-24SEP21-B78.5,133345.672,2,3.0,78.5,76.9,36,64,1,0.0,-1.6,78.1,-1.6,0.0,0.0,0.0,0.0,36.0,0.0,-129.007,63.0,64,1
2024-09-20 11:52:28.852991,e111dd2a-4854-4ce3-b35d-f533214302de,HIGHNY-24SEP21-B78.5,129991.147,50,3.0,78.5,76.9,27,73,0,0.0,-1.6,78.1,-1.6,0.0,0.0,0.0,0.0,27.0,0.0,-88.988,-71.969,-73,1
2024-09-20 11:52:28.852991,b4bcbe6b-0b20-4628-b515-94d0da8d094e,HIGHNY-24SEP21-B78.5,129991.147,2,3.0,78.5,76.9,27,73,0,0.0,-1.6,78.1,-1.6,0.0,0.0,0.0,0.0,27.0,0.0,-88.988,-71.981,-73,1
2024-09-20 11:52:28.852991,2d1be662-8767-40e5-94fd-1848be895470,HIGHNY-24SEP21-B78.5,129991.147,38,3.0,78.5,76.9,25,75,0,0.0,-1.6,78.1,-1.6,0.0,0.0,0.0,0.0,25.0,0.0,-80.472,-74.0,-75,1
2024-09-20 11:52:28.872144,e0591e35-e38d-426e-994f-0f7d3886c462,HIGHNY-24SEP21-B78.5,129991.128,12,3.0,78.5,76.9,25,75,0,0.0,-1.6,78.1,-1.6,0.0,0.0,0.0,0.0,25.0,0.0,-80.472,-72.903,-75,1
2024-09-20 11:52:28.872144,df47bc5d-0d37-4f9f-a0e9-2b9e540adc76,HIGHNY-24SEP21-B78.5,129991.128,100,3.0,78.5,76.9,21,79,0,0.0,-1.6,78.1,-1.6,0.0,0.0,0.0,0.0,21.0,0.0,-63.935,-76.97,-79,1
2024-09-20 11:52:28.872144,56a372b9-c247-4ad5-8ace-08e9b1ccc5ca,HIGHNY-24SEP21-B78.5,129991.128,50,3.0,78.5,76.9,23,77,0,0.0,-1.6,78.1,-1.6,0.0,0.0,0.0,0.0,23.0,0.0,-72.116,-75.091,-77,1
2024-09-20 11:56:37.654719,e55fc828-615d-4943-9e4a-a37f8e9deb58,HIGHNY-24SEP21-B78.5,129742.345,18,3.0,78.5,76.9,18,82,0,0.0,-1.6,78.1,-1.6,0.0,0.0,0.0,0.0,18.0,0.0,-52.027,-79.781,-82,1
2024-09-20 11:56:37.700031,951b8fdb-0aeb-4ffc-ad2b-dc0efec70c16,HIGHNY-24SEP21-B74.5,129742.3,2,-1.0,76.073,76.9,25,75,1,1.573,2.4,74.1,0.827,0.0,0.0,25.0,0.0,16.2,0.0,-125.589,-24.0,-25,0
2024-09-20 12:04:22.003853,4e7df929-66b2-4064-b668-a23475e21e6d,HIGHNY-24SEP21-T72,129277.996,1,-3.5,75.954,76.9,1,99,0,3.954,4.9,70.1,0.946,1.0,0.0,20.25,0.0,13.122,0.0,-94.695,0.0,1,0
2024-09-20 12:04:22.003853,d892b121-7bf9-41a4-8c1b-97d48f7283a7,HIGHNY-24SEP21-T72,129277.996,50,-3.5,75.966,76.9,1,99,0,3.966,4.9,70.1,0.934,1.0,0.0,22.5,0.0,14.58,0.0,-109.123,0.0,1,0
2024-09-20 12:30:10.247591,f9bc3deb-89ee-45bb-9857-66123a2c29e2,HIGHNY-24SEP21-T79,127729.752,5,3.5,76.449,76.9,6,94,0,-2.551,-2.1,77.1,0.451,0.9,0.0,18.225,0.0,11.81,6.0,-92.717,5.0,6,0
2024-09-20 12:49:17.665617,ec3e23a7-53e0-48a0-be60-ed92299c2c94,HIGHNY-24SEP21-B76.5,126582.334,36,1.0,76.478,76.9,44,56,0,-0.022,0.4,76.1,0.422,0.81,0.0,16.403,44.0,10.629,5.4,-246.447,42.047,44,0
2024-09-20 12:49:17.665617,be76662f-680d-4e09-a166-7f1b729f8815,HIGHNY-24SEP21-B76.5,126582.334,180,1.0,76.479,76.9,41,59,0,-0.021,0.4,76.1,0.421,0.729,0.0,14.762,41.0,9.566,4.86,-221.053,37.722,41,0
2024-09-20 12:49:17.665617,38b4c493-f8eb-4945-bd16-ffd8842643bb,HIGHNY-24SEP21-B76.5,126582.334,2,1.0,76.481,76.9,44,56,0,-0.019,0.4,76.1,0.419,0.656,0.0,13.286,44.0,8.609,4.374,-225.584,40.0,44,0
2024-09-20 12:49:47.637662,db5cea95-09ba-40b0-b864-7830eb6d758d,HIGHNY-24SEP21-B76.5,126552.362,30,1.0,76.481,76.9,41,59,0,-0.019,0.4,76.1,0.419,0.59,0.0,11.957,41.0,7.748,3.937,-202.875,38.75,41,0
2024-09-20 13:08:37.514053,33848439-c583-4a6b-a4a8-d0d20953715e,HIGHNY-24SEP21-B78.5,125422.486,82,3.0,76.8,76.9,18,82,0,-1.7,-1.6,78.1,0.1,0.531,0.0,10.762,36.9,18.0,3.543,-214.885,-77.591,-82,1
2024-09-20 13:08:37.605019,e6fac078-3268-4da1-b365-5b285e6a5a03,HIGHNY-24SEP21-B74.5,125422.395,2,-1.0,76.139,76.9,35,65,1,1.639,2.4,74.1,0.761,0.478,0.0,35.0,33.21,16.2,3.189,-289.229,-33.654,-35,0
2024-09-20 13:24:12.676212,b8bee826-2930-43fc-8403-07ef7be01789,HIGHNY-24SEP21-B78.5,124487.324,180,3.0,76.316,76.9,21,79,1,-2.184,-1.6,78.1,0.584,0.43,0.0,31.5,29.889,21.0,2.87,-276.82,69.766,79,1
2024-09-20 13:24:12.676212,7ac20e77-244a-4699-9a96-6a2ce092fc11,HIGHNY-24SEP21-B78.5,124487.324,180,3.0,76.347,76.9,20,80,1,-2.153,-1.6,78.1,0.553,0.387,0.0,28.35,26.9,20.0,2.583,-245.377,71.05,80,1
2024-09-20 13:24:12.676212,6f976e85-7e54-4bde-b1a4-bd4142a1e589,HIGHNY-24SEP21-B78.5,124487.324,144,3.0,76.377,76.9,19,81,1,-2.123,-1.6,78.1,0.523,0.349,0.0,25.515,24.21,19.0,2.325,-217.34,76.565,81,1
2024-09-20 13:30:24.584193,1e3f582e-b69e-4e33-b841-0176658517d2,HIGHNY-24SEP21-T79,124115.416,1,3.5,76.664,76.9,10,90,1,-2.336,-2.1,77.1,0.236,0.314,0.0,22.964,21.789,17.1,10.0,-210.317,-8.923,-10,0
2024-09-20 14:16:23.363569,35c0754c-4a0c-4c4d-8c7c-ddf0e1babfcc,HIGHNY-24SEP21-B76.5,121356.636,138,1.0,76.616,76.9,38,62,1,0.116,0.4,76.1,0.284,0.229,0.0,16.74,38.0,12.466,7.29,-230.995,-35.623,-38,0
2024-09-20 14:16:23.363569,000aef19-35e2-4ba9-bebc-2e3f80d6e940,HIGHNY-24SEP21-B76.5,121356.636,18,1.0,76.614,76.9,35,65,1,0.114,0.4,76.1,0.286,0.206,0.0,15.066,35.0,11.219,6.561,-204.445,-32.702,-35,0
2024-09-20 14:16:23.363569,dbdd3ced-5c2f-4d0d-be60-a2d6882c3b87,HIGHNY-24SEP21-B76.5,121356.636,2,1.0,76.633,76.9,35,65,1,0.133,0.4,76.1,0.267,0.282,0.0,20.667,35.0,15.39,9.0,-248.518,-31.735,-35,0
2024-09-20 14:16:23.363569,d4c4aec0-1167-4feb-b37d-6c680311db77,HIGHNY-24SEP21-B76.5,121356.636,90,1.0,76.625,76.9,36,64,1,0.125,0.4,76.1,0.275,0.254,0.0,18.6,36.0,13.851,8.1,-236.381,-33.37,-36,0
2024-09-20 14:16:23.440816,a2e56045-55ac-4ed8-8f23-cd477317ecfe,HIGHNY-24SEP21-T72,121356.559,1,-3.5,76.554,76.9,1,99,0,4.554,4.9,70.1,0.346,1.0,0.0,13.56,31.5,10.097,5.905,-177.86,0.0,1,0
2024-09-20 14:16:23.443711,9120878b-117c-4c4a-b3eb-7caa54bd09ea,HIGHNY-24SEP21-T79,121356.556,18,3.5,76.583,76.9,6,94,0,-2.417,-2.1,77.1,0.317,0.9,0.0,12.204,28.35,9.088,6.0,-156.062,4.639,6,0
2024-09-20 14:16:23.445239,20902583-f674-40e9-ada5-4621411d6648,HIGHNY-24SEP21-B72.5,121356.555,18,-3.0,76.286,76.9,4,96,0,3.786,4.4,72.1,0.614,0.81,4.0,10.983,25.515,8.179,5.4,-140.64,3.0,4,0
2024-09-20 14:16:23.462012,754377ae-ec69-4bca-8f9b-978cc504a48d,HIGHNY-24SEP21-B78.5,121356.538,18,3.0,76.615,76.9,16,84,0,-1.885,-1.6,78.1,0.285,0.729,3.6,9.885,22.964,16.0,4.86,-151.038,-72.066,-84,1
2024-09-20 14:16:23.660492,54fadcf2-642c-49e1-aa3c-ec572e62e8a6,HIGHNY-24SEP21-B74.5,121356.34,18,-1.0,75.826,76.9,40,60,0,1.326,2.4,74.1,1.074,0.656,3.24,40.0,20.667,14.4,4.374,-258.542,36.196,40,0
2024-09-20 14:18:02.818658,a800f086-05fc-4f5a-ae15-a3d51b53cf4f,HIGHNY-24SEP21-B74.5,121257.181,180,-1.0,75.862,76.9,34,66,0,1.362,2.4,74.1,1.038,0.59,2.916,34.0,18.6,12.96,3.937,-215.675,29.165,34,0
2024-09-20 14:18:02.818658,98e73300-6130-480c-ad97-16cb56ed04a7,HIGHNY-24SEP21-B74.5,121257.181,90,-1.0,75.724,76.9,38,62,0,1.224,2.4,74.1,1.176,0.531,2.624,38.0,16.74,11.664,3.543,-220.73,33.215,38,0
2024-09-20 14:18:02.818658,55a0e1fa-fc33-4bdb-9f65-63731c95d9dd,HIGHNY-24SEP21-B74.5,121257.181,180,-1.0,75.692,76.9,36,64,0,1.192,2.4,74.1,1.208,0.478,2.362,36.0,15.066,10.498,3.189,-199.93,32.064,36,0
2024-09-20 14:18:24.667598,879b9705-65af-4c52-9a68-cdba883c50f7,HIGHNY-24SEP21-B74.5,121235.332,24,-1.0,75.68,76.9,33,67,0,1.18,2.4,74.1,1.22,0.43,2.126,33.0,13.56,9.448,2.87,-176.22,26.639,33,0
2024-09-20 14:18:42.966851,aa2b2be9-0478-452b-acc5-7c2bc4aa35f2,HIGHNY-24SEP21-B74.5,121217.033,30,-1.0,75.633,76.9,32,68,0,1.133,2.4,74.1,1.267,0.387,1.913,32.0,12.204,8.503,2.583,-162.959,24.312,32,0
