time,trade_id,ticker,time_to_strike,count,shift,kalshi_fair,yes_price,no_price,taker_side,day_forecast_high,day_forecast_strike_dev,day_forecast_wet_bulb_strike_dev,day_forecast_apparent_temperature_strike_dev,day_forecast_dew_point_strike_dev,current_forecast_strike_dev,day_current_forecast_dev,day_wind_gusts_max,day_wind_speed_max,day_cloud_cover_max,day_cloud_cover_min,day_sunshine_duration,hour_wind_gusts,hour_wind_speed,hour_cloud_cover,hour_cloud_cover_high,kalshi_strike_dev,kalshi_day_forecast_dev,day_forecast_percipitation,day_forecast_rain,hour_forecast_rain,strike_m_5.0,strike_m_3.0,strike_m_1.0,strike_p_1.0,strike_p_3.0,strike_p_5.0,kalshi_dist_entropy,impact,result,outcome
2024-10-10 10:20:00.571574,8d394111-814d-4b88-986b-e1c215337b3f,HIGHNY-24OCT11-B66.5,135539.428,8,-1.0,66.5,44,56,0,69.7,3.2,-13.2,-3.8,-23.0,-13.0,16.2,28.4,16.2,100,0,37407.3,25.9,19.4,4,0,0.0,3.2,0.0,0.0,0.0,0,0,44,0,0,0,-166.504,43.0,44,0
2024-10-10 10:20:38.331411,74127212-48d4-4071-b1dd-568baefa15f1,HIGHNY-24OCT11-B68.5,135501.669,12,1.0,67.44,39,61,1,69.7,1.2,-15.2,-5.8,-25.0,-15.0,16.2,28.4,16.2,100,0,37407.3,25.9,19.4,4,0,-1.06,2.26,0.0,0.0,0.0,0,0,44,39,0,0,-309.383,51.0,61,1
2024-10-10 11:22:06.219388,cf61d478-c2e2-4c67-a543-00fa383d6fe2,HIGHNY-24OCT11-B68.5,131813.781,150,1.0,67.564,50,50,1,69.7,1.2,-15.2,-5.8,-25.0,-12.6,13.8,28.4,16.2,100,0,37407.3,27.7,16.7,2,0,-0.936,2.136,0.0,0.0,0.0,0,0,44,50,0,0,-362.105,37.31,50,1
2024-10-10 11:22:06.219388,9b9781a0-3dfc-4c46-8571-f041039c64df,HIGHNY-24OCT11-B68.5,131813.781,75,1.0,67.511,45,55,1,69.7,1.2,-15.2,-5.8,-25.0,-12.6,13.8,28.4,16.2,100,0,37407.3,27.7,16.7,2,0,-0.989,2.189,0.0,0.0,0.0,0,0,44,45,0,0,-337.804,39.676,55,1
2024-10-10 11:22:06.219388,2aad63dc-de76-4add-810b-ef3a838c18f3,HIGHNY-24OCT11-B68.5,131813.781,150,1.0,67.543,48,52,1,69.7,1.2,-15.2,-5.8,-25.0,-12.6,13.8,28.4,16.2,100,0,37407.3,27.7,16.7,2,0,-0.957,2.157,0.0,0.0,0.0,0,0,44,48,0,0,-352.322,42.0,52,1
2024-10-10 12:46:35.126754,1065c30c-d9a8-4f26-aad7-53bf6f292e78,HIGHNY-24OCT11-B70.5,126744.873,21,3.0,67.91,13,87,1,69.7,-0.8,-17.2,-7.8,-27.0,-12.2,11.4,28.4,16.2,100,0,37407.3,20.2,13.7,4,0,-2.59,1.79,0.0,0.0,0.0,0,0,44,48,13,0,-385.666,-2.0,-13,0
2024-10-10 12:55:53.509856,3d694329-5355-4c87-a5e8-e33b772fafc7,HIGHNY-24OCT11-B64.5,126186.49,5,-3.0,67.725,6,94,0,69.7,5.2,-11.2,-1.8,-21.0,-6.2,11.4,28.4,16.2,100,0,37407.3,20.2,13.7,4,0,3.225,1.975,0.0,0.0,0.0,0,6,44,48,13,0,-396.417,5.0,6,0
2024-10-10 13:08:33.127050,2c3e8fdb-2549-491f-87c0-a04f3688d50a,HIGHNY-24OCT11-B66.5,125426.873,30,-1.0,67.771,40,60,0,69.7,3.2,-13.2,-3.8,-23.0,-5.9,9.1,28.4,16.2,100,0,37407.3,25.6,14.0,6,0,1.271,1.929,0.0,0.0,0.0,0,6,40,48,13,0,-377.468,39.0,40,0
2024-10-10 13:08:33.134939,d2cbd882-8cab-4ef5-8fa0-62cf24a3e51a,HIGHNY-24OCT11-B68.5,125426.865,60,1.0,67.771,48,52,0,69.7,1.2,-15.2,-5.8,-25.0,-7.9,9.1,28.4,16.2,100,0,37407.3,25.6,14.0,6,0,-0.729,1.929,0.0,0.0,0.0,0,6,40,48,13,0,-377.468,-39.159,-52,1
2024-10-10 13:08:33.140745,5f917d4b-55d2-4c92-b58e-7de1f5c0e83f,HIGHNY-24OCT11-T64,125426.859,30,-5.0,67.722,1,99,0,69.7,7.2,-9.2,0.2,-19.0,-1.9,9.1,28.4,16.2,100,0,37407.3,25.6,14.0,6,0,5.222,1.978,0.0,0.0,0.0,1,6,40,48,13,0,-377.468,0.0,1,0
