time,trade_id,ticker,time_to_strike,count,shift,kalshi_fair,forecast,yes_price,no_price,taker_side,kalshi_strike_delta,forecast_strike_delta,forecast_bucket_delta,kalshi_forecast_delta,strike_m_3.5,strike_m_3.0,strike_m_1.0,strike_p_1.0,strike_p_3.0,strike_p_3.5,entropy,impact,result,outcome
2024-10-28 10:47:37.957940,8457df5b-fe09-482c-aef1-424b4058d7b3,KXHIGHNY-24OCT29-B66.5,133882.042,12,3.0,66.5,63.7,23,77,1,0.0,-2.8,67.3,-2.8,0.0,0.0,0.0,0.0,23.0,0.0,-72.116,-21.0,-23,0
2024-10-28 13:08:36.769014,99f348b1-4ee4-473d-afac-8a9471a0b298,KXHIGHNY-24OCT29-B66.5,125423.231,50,3.0,66.5,63.7,21,79,0,0.0,-2.8,67.3,-2.8,0.0,0.0,0.0,0.0,21.0,0.0,-63.935,19.0,21,0
2024-10-28 13:08:36.769014,41c793bc-4e43-4134-886f-4bc4f3a17e2f,KXHIGHNY-24OCT29-B66.5,125423.231,38,3.0,66.5,63.7,23,77,0,0.0,-2.8,67.3,-2.8,0.0,0.0,0.0,0.0,23.0,0.0,-72.116,21.0,23,0
2024-10-28 13:13:11.390352,3e0fdce1-db3a-49d4-a21e-66d97e669f99,KXHIGHNY-24OCT29-B62.5,125148.61,5,-1.0,64.395,63.7,23,77,0,1.895,1.2,63.3,-0.695,0.0,0.0,23.0,0.0,20.7,0.0,-134.84,-76.0,-77,1
2024-10-28 13:14:15.980174,10f9b94e-ce30-4b69-b6bb-e10b521d1956,KXHIGHNY-24OCT29-B62.5,125084.02,2,-1.0,64.29,63.7,23,77,0,1.79,1.2,63.3,-0.59,0.0,0.0,23.0,0.0,18.63,0.0,-126.605,-75.942,-77,1
2024-10-28 13:32:22.447905,b07d9715-b589-44d9-9e93-169f8ebf5833,KXHIGHNY-24OCT29-B64.5,123997.552,17,1.0,64.414,63.7,54,46,1,-0.086,-0.8,65.3,-0.714,0.0,0.0,20.7,54.0,16.767,0.0,-325.402,-36.037,-54,0
2024-10-28 13:32:22.447905,79062067-0403-474e-839d-40529908e873,KXHIGHNY-24OCT29-B64.5,123997.552,26,1.0,64.421,63.7,56,44,1,-0.079,-0.8,65.3,-0.721,0.0,0.0,18.63,56.0,15.09,0.0,-320.864,-38.0,-56,0
2024-10-28 13:32:56.565365,6ca0e3d1-69a9-484a-8dce-f79002a01bca,KXHIGHNY-24OCT29-B66.5,123963.435,7,3.0,64.617,63.7,22,78,1,-1.883,-2.8,67.3,-0.917,0.0,0.0,16.767,50.4,22.0,0.0,-312.844,-19.973,-22,0
2024-10-28 13:32:56.565365,39a41f70-9848-4ae1-a0e1-12b133a75c5b,KXHIGHNY-24OCT29-B66.5,123963.435,100,3.0,64.668,63.7,22,78,1,-1.832,-2.8,67.3,-0.968,0.0,0.0,15.09,45.36,22.0,0.0,-281.99,-20.0,-22,0
2024-10-28 14:16:41.409433,be8a25e3-95a0-462c-bba8-e8b48e63821e,KXHIGHNY-24OCT29-B64.5,121338.591,50,1.0,64.642,63.7,54,46,0,0.142,-0.8,65.3,-0.942,0.0,0.0,13.581,54.0,19.8,0.0,-309.951,36.885,54,0
2024-10-28 14:16:41.473822,d4e66807-754a-485d-945b-5a3dbe494eab,KXHIGHNY-24OCT29-B66.5,121338.526,50,3.0,64.67,63.7,19,81,0,-1.83,-2.8,67.3,-0.97,0.0,0.0,12.223,48.6,19.0,0.0,-275.287,16.981,19,0
2024-10-28 14:21:00.319951,b5fb9bd9-c816-4f2a-bdbb-1ce611f0da92,KXHIGHNY-24OCT29-B62.5,121079.68,20,-1.0,64.255,63.7,28,72,0,1.755,1.2,63.3,-0.555,0.0,0.0,28.0,43.74,17.1,0.0,-307.111,-70.66,-72,1
2024-10-28 14:24:44.961303,f53ef618-3142-4354-988e-c2212fe8e40e,KXHIGHNY-24OCT29-B66.5,120855.039,100,3.0,64.299,63.7,17,83,0,-2.201,-2.8,67.3,-0.599,0.0,0.0,25.2,39.366,17.0,0.0,-274.069,14.988,17,0
