time,trade_id,ticker,time_to_strike,count,shift,kalshi_fair,yes_price,no_price,taker_side,day_forecast_high,day_forecast_strike_dev,day_forecast_wet_bulb_strike_dev,day_forecast_apparent_temperature_strike_dev,day_forecast_dew_point_strike_dev,current_forecast_strike_dev,day_current_forecast_dev,day_wind_gusts_max,day_wind_speed_max,day_cloud_cover_max,day_cloud_cover_min,day_sunshine_duration,hour_wind_gusts,hour_wind_speed,hour_cloud_cover,hour_cloud_cover_high,kalshi_strike_dev,kalshi_day_forecast_dev,day_forecast_percipitation,day_forecast_rain,hour_forecast_rain,strike_m_5.0,strike_m_3.0,strike_m_1.0,strike_p_1.0,strike_p_3.0,strike_p_5.0,kalshi_dist_entropy,impact,result,outcome
2024-11-08 10:10:51.452925,5d3ce5dd-cbce-4411-ba6f-d44aa165fc38,KXHIGHNY-24NOV09-B52.5,136088.547,10,-1.0,52.5,10,90,0,55.6,3.1,-8.4,-6.2,-20.8,2.7,0.4,58.0,31.5,100,0,32380.04,18.4,11.1,0,0,0.0,3.1,0.0,0.0,0.0,0,0,10,0,0,0,-23.026,9.0,10,0
2024-11-08 10:17:57.484081,d4f0474b-9273-49d7-ae70-efa6c7075c50,KXHIGHNY-24NOV09-B52.5,135662.516,200,-1.0,52.5,17,83,1,55.6,3.1,-8.4,-6.2,-20.8,2.7,0.4,58.0,31.5,100,0,32380.04,18.4,11.1,0,0,0.0,3.1,0.0,0.0,0.0,0,0,17,0,0,0,-48.165,-16.0,-17,0
2024-11-08 10:17:57.484081,8e21e124-251e-4819-bcf9-3c0801fdef95,KXHIGHNY-24NOV09-B52.5,135662.516,90,-1.0,52.5,16,84,1,55.6,3.1,-8.4,-6.2,-20.8,2.7,0.4,58.0,31.5,100,0,32380.04,18.4,11.1,0,0,0.0,3.1,0.0,0.0,0.0,0,0,16,0,0,0,-44.361,-15.0,-16,0
2024-11-08 10:26:45.095712,c2858bd0-6fe6-43eb-af40-9fa59130885c,KXHIGHNY-24NOV09-B54.5,135134.904,18,1.0,54.036,53,47,1,55.6,1.1,-10.4,-8.2,-22.8,0.7,0.4,58.0,31.5,100,0,32380.04,18.4,11.1,0,0,-0.464,1.564,0.0,0.0,0.0,0,0,16,53,0,0,-254.787,46.0,47,1
2024-11-08 10:27:02.101532,75805355-7d88-4302-908d-7f3303852552,KXHIGHNY-24NOV09-B52.5,135117.898,131,-1.0,53.993,18,82,1,55.6,3.1,-8.4,-6.2,-20.8,2.7,0.4,58.0,31.5,100,0,32380.04,18.4,11.1,0,0,1.493,1.607,0.0,0.0,0.0,0,0,18,53,0,0,-262.452,-17.0,-18,0
2024-11-08 10:36:46.986397,fdd5f0e5-cd53-4def-9406-d10fcc4c087b,KXHIGHNY-24NOV09-B54.5,134533.014,100,1.0,53.986,52,48,1,55.6,1.1,-10.4,-8.2,-22.8,0.7,0.4,58.0,31.5,100,0,32380.04,18.4,11.1,0,0,-0.514,1.614,0.0,0.0,0.0,0,0,18,52,0,0,-257.491,47.0,48,1
2024-11-08 10:37:40.224881,5c85a530-83e3-4e81-b994-a39aba63ad07,KXHIGHNY-24NOV09-B52.5,134479.775,95,-1.0,53.965,19,81,1,55.6,3.1,-8.4,-6.2,-20.8,2.7,0.4,58.0,31.5,100,0,32380.04,18.4,11.1,0,0,1.465,1.635,0.0,0.0,0.0,0,0,19,52,0,0,-261.409,-18.0,-19,0
2024-11-08 11:55:51.331382,35176a89-1ed7-4d39-bd3b-3c9b0c8c02cd,KXHIGHNY-24NOV09-B54.5,129788.669,1,1.0,53.965,52,48,1,59.7,5.2,-10.4,-8.2,-22.8,5.2,-4.1,58.0,31.5,100,0,32380.04,34.9,14.3,0,0,-0.535,1.635,0.0,0.0,0.0,0,0,19,52,0,0,-261.409,47.0,48,1
2024-11-08 11:55:51.331382,1bd06d57-5f49-4057-b9d6-75c2162547ca,KXHIGHNY-24NOV09-B54.5,129788.669,53,1.0,53.972,53,47,1,59.7,5.2,-10.4,-8.2,-22.8,5.2,-4.1,58.0,31.5,100,0,32380.04,34.9,14.3,0,0,-0.528,1.628,0.0,0.0,0.0,0,0,19,53,0,0,-266.37,46.0,47,1
2024-11-08 11:56:13.593977,30ff4633-b101-4957-a131-f6691a8706d6,KXHIGHNY-24NOV09-B52.5,129766.406,14,-1.0,53.972,19,81,1,59.7,7.2,-8.4,-6.2,-20.8,7.2,-4.1,58.0,31.5,100,0,32380.04,34.9,14.3,0,0,1.472,1.628,0.0,0.0,0.0,0,0,19,53,0,0,-266.37,-18.0,-19,0
2024-11-08 11:56:13.593977,c7499558-938c-40a3-8ab3-1bbf36fdb99d,KXHIGHNY-24NOV09-B52.5,129766.406,5,-1.0,53.972,19,81,1,59.7,7.2,-8.4,-6.2,-20.8,7.2,-4.1,58.0,31.5,100,0,32380.04,34.9,14.3,0,0,1.472,1.628,0.0,0.0,0.0,0,0,19,53,0,0,-266.37,-18.0,-19,0
2024-11-08 11:56:13.593977,9c814509-7e65-42f3-a43b-421a7f21af34,KXHIGHNY-24NOV09-B52.5,129766.406,21,-1.0,53.993,18,82,1,59.7,7.2,-8.4,-6.2,-20.8,7.2,-4.1,58.0,31.5,100,0,32380.04,34.9,14.3,0,0,1.493,1.607,0.0,0.0,0.0,0,0,18,53,0,0,-262.452,-17.0,-18,0
2024-11-08 11:56:38.991831,6c7e48b6-8641-4de0-84a7-6226b7117073,KXHIGHNY-24NOV09-B56.5,129741.008,1,3.0,54.83,37,63,1,59.7,3.2,-12.4,-10.2,-24.8,3.2,-4.1,58.0,31.5,100,0,32380.04,34.9,14.3,0,0,-1.67,0.77,0.0,0.0,0.0,0,0,19,53,37,0,-399.974,-36.0,-37,0
2024-11-08 11:56:38.991831,1ee00af9-0846-4055-bc5b-a6451fc1a326,KXHIGHNY-24NOV09-B56.5,129741.008,14,3.0,54.845,38,62,1,59.7,3.2,-12.4,-10.2,-24.8,3.2,-4.1,58.0,31.5,100,0,32380.04,34.9,14.3,0,0,-1.655,0.755,0.0,0.0,0.0,0,0,19,53,38,0,-404.598,-37.0,-38,0
2024-11-08 12:04:12.601131,bc6dc874-3a81-4a5e-9b92-e1fc08218d06,KXHIGHNY-24NOV09-B52.5,129287.399,7,-1.0,54.889,17,83,1,62.9,10.4,-8.4,-6.2,-20.8,10.4,-7.3,58.0,31.5,100,0,32380.04,35.3,14.7,0,0,2.389,0.711,0.0,0.0,0.0,0,0,17,53,38,0,-396.818,-16.0,-17,0
2024-11-08 12:04:32.882359,30d57cb3-b9ff-4233-b23e-6c5f838cc628,KXHIGHNY-24NOV09-B52.5,129267.118,100,-1.0,54.889,17,83,0,62.9,10.4,-8.4,-6.2,-20.8,10.4,-7.3,58.0,31.5,100,0,32380.04,35.3,14.7,0,0,2.389,0.711,0.0,0.0,0.0,0,0,17,53,38,0,-396.818,16.0,17,0
2024-11-08 12:08:23.457744,9949ea00-59bd-4929-8915-7654437bef5d,KXHIGHNY-24NOV09-B52.5,129036.542,93,-1.0,54.867,18,82,1,62.9,10.4,-8.4,-6.2,-20.8,10.4,-7.3,58.0,31.5,100,0,32380.04,35.3,14.7,0,0,2.367,0.733,0.0,0.0,0.0,0,0,18,53,38,0,-400.68,-17.0,-18,0
2024-11-08 12:30:19.507034,21d87fbc-5cd0-415d-82fc-d23855b54b65,KXHIGHNY-24NOV09-B56.5,127720.493,1,3.0,54.821,35,65,0,62.9,6.4,-12.4,-10.2,-24.8,6.4,-7.3,58.0,31.5,100,0,32380.04,35.3,14.7,0,0,-1.679,0.779,0.0,0.0,0.0,0,0,18,53,35,0,-386.889,34.0,35,0
2024-11-08 13:06:45.114303,68b8e129-3fb2-4a36-a144-e45d4a5b525c,KXHIGHNY-24NOV09-B54.5,125534.886,6,1.0,54.83,50,50,1,66.0,11.5,-10.4,-8.2,-22.8,11.5,-10.4,58.0,31.5,100,0,32380.04,34.6,17.2,0,0,0.33,0.77,0.0,0.0,0.0,0,0,18,50,35,0,-372.065,49.0,50,1
2024-11-08 13:06:45.114303,f5b13d43-b2a7-4c3d-8df8-3990a49ff6ae,KXHIGHNY-24NOV09-B54.5,125534.886,94,1.0,54.824,52,48,1,66.0,11.5,-10.4,-8.2,-22.8,11.5,-10.4,58.0,31.5,100,0,32380.04,34.6,17.2,0,0,0.324,0.776,0.0,0.0,0.0,0,0,18,52,35,0,-381.929,47.0,48,1
2024-11-08 13:06:45.114303,c71c4f95-99f9-4066-b593-6364820e634f,KXHIGHNY-24NOV09-B54.5,125534.886,100,1.0,54.827,51,49,1,66.0,11.5,-10.4,-8.2,-22.8,11.5,-10.4,58.0,31.5,100,0,32380.04,34.6,17.2,0,0,0.327,0.773,0.0,0.0,0.0,0,0,18,51,35,0,-376.987,48.0,49,1
2024-11-08 13:09:33.768098,9deca06e-522a-4d0f-a547-feaf94267c49,KXHIGHNY-24NOV09-B52.5,125366.232,98,-1.0,54.83,18,82,1,66.0,13.5,-8.4,-6.2,-20.8,13.5,-10.4,58.0,31.5,100,0,32380.04,34.6,17.2,0,0,2.33,0.77,0.0,0.0,0.0,0,0,18,50,35,0,-372.065,-17.0,-18,0
2024-11-08 13:09:33.768098,4ce03d2c-37e1-4a54-bce7-23fcf1939061,KXHIGHNY-24NOV09-B52.5,125366.232,2,-1.0,54.853,17,83,1,66.0,13.5,-8.4,-6.2,-20.8,13.5,-10.4,58.0,31.5,100,0,32380.04,34.6,17.2,0,0,2.353,0.747,0.0,0.0,0.0,0,0,17,50,35,0,-368.203,-16.0,-17,0
2024-11-08 13:14:46.909789,d995df18-c81f-49f0-87f4-28ad11a52cd1,KXHIGHNY-24NOV09-B54.5,125053.09,3,1.0,54.843,53,47,1,66.0,11.5,-10.4,-8.2,-22.8,11.5,-10.4,58.0,31.5,100,0,32380.04,34.6,17.2,0,0,0.343,0.757,0.0,0.0,0.0,0,0,17,53,35,0,-383.027,46.0,47,1
2024-11-08 13:38:00.930059,663a1646-1064-4ad9-b95d-dff52318231a,KXHIGHNY-24NOV09-B54.5,123659.07,100,1.0,54.836,55,45,1,66.0,11.5,-10.4,-8.2,-22.8,11.5,-10.4,58.0,31.5,100,0,32380.04,34.6,17.2,0,0,0.336,0.764,0.0,0.0,0.0,0,0,17,55,35,0,-393.005,44.0,45,1
2024-11-08 13:38:00.930059,5e57ab39-dcf6-48fa-8153-de031190684e,KXHIGHNY-24NOV09-B54.5,123659.07,100,1.0,54.84,54,46,1,66.0,11.5,-10.4,-8.2,-22.8,11.5,-10.4,58.0,31.5,100,0,32380.04,34.6,17.2,0,0,0.34,0.76,0.0,0.0,0.0,0,0,17,54,35,0,-388.007,45.0,46,1
