time,trade_id,ticker,time_to_strike,count,shift,kalshi_fair,forecast,yes_price,no_price,taker_side,kalshi_strike_delta,forecast_strike_delta,forecast_bucket_delta,kalshi_forecast_delta,strike_m_3.5,strike_m_3.0,strike_m_1.0,strike_p_1.0,strike_p_3.0,strike_p_3.5,entropy,impact,result,outcome
2024-12-10 10:45:23.717670,b9670fd3-6d6c-49a0-9a57-27b42438d5d9,KXHIGHNY-24DEC11-B62.5,134016.282,10,1.0,62.5,60.4,52,48,1,0.0,-2.1,64.6,-2.1,0.0,0.0,0.0,52.0,0.0,0.0,-205.465,-51.0,-52,0
2024-12-10 10:58:14.682843,fc62b6cb-1265-4877-8131-24e85f7aceed,KXHIGHNY-24DEC11-T65,133245.317,1,3.5,62.552,60.4,1,99,0,-2.448,-4.6,65.6,-2.152,0.0,0.0,0.0,46.8,0.0,1.0,-179.987,0.0,1,0
2024-12-10 11:03:59.837666,61177c3e-65c8-41e1-8b9a-feb289d778f5,KXHIGHNY-24DEC11-B58.5,132900.162,11,-3.0,61.788,60.4,10,90,1,3.288,1.9,60.6,-1.388,0.0,10.0,0.0,42.12,0.0,0.9,-180.482,-9.0,-10,0
2024-12-10 11:24:14.340281,a2bc3acf-1e36-4d75-9a65-454234418479,KXHIGHNY-24DEC11-B64.5,131685.66,9,3.0,62.258,60.4,10,90,0,-2.242,-4.1,66.6,-1.858,0.0,9.0,0.0,37.908,10.0,0.81,-180.432,9.0,10,0
2024-12-10 12:27:33.896340,d2fe9d73-0cfc-42a9-93b7-5d3096b485a4,KXHIGHNY-24DEC11-B64.5,127886.104,1,3.0,62.341,60.4,11,89,0,-2.159,-4.1,66.6,-1.941,0.0,8.1,0.0,34.117,11.0,0.729,-163.517,10.0,11,0
2024-12-10 12:27:47.457497,4684ab0b-edcb-44f2-98b3-9e15f445d4c6,KXHIGHNY-24DEC11-B62.5,127872.543,1,1.0,62.342,60.4,31,69,0,-0.158,-2.1,64.6,-1.942,0.0,7.29,0.0,31.0,9.9,0.656,-143.355,30.0,31,0
2024-12-10 12:28:02.791906,7ec726bb-10a9-4b82-8952-2e4c52dca88c,KXHIGHNY-24DEC11-T58,127857.208,1,-3.5,61.673,60.4,8,92,1,3.673,2.4,58.6,-1.273,8.0,6.561,0.0,27.9,8.91,0.59,-141.023,-7.0,-8,0
2024-12-10 12:30:18.727215,121d8216-4cfc-44b6-984d-6b9af3e1fd1c,KXHIGHNY-24DEC11-T58,127721.273,1,-3.5,61.612,60.4,8,92,1,3.612,2.4,58.6,-1.212,8.0,5.905,0.0,25.11,8.019,0.531,-124.416,-7.0,-8,0
2024-12-10 12:30:19.529993,eefc79d2-65d2-47db-8635-4cdc5db2e168,KXHIGHNY-24DEC11-B62.5,127720.47,1,1.0,61.757,60.4,31,69,0,-0.743,-2.1,64.6,-1.357,7.2,5.314,0.0,31.0,7.217,0.478,-143.456,30.0,31,0
2024-12-10 12:30:19.920456,793f4c60-5495-4270-9cab-eda44b5851f2,KXHIGHNY-24DEC11-B64.5,127720.08,1,3.0,62.002,60.4,11,89,0,-2.498,-4.1,66.6,-1.602,6.48,4.783,0.0,27.9,11.0,0.43,-138.478,10.0,11,0
2024-12-10 16:04:15.775137,84648e67-96fe-46ff-80c5-08ab7f5ece4c,KXHIGHNY-24DEC11-B58.5,114884.225,240,-3.0,61.62,60.4,8,92,1,3.12,1.9,60.6,-1.22,4.724,8.0,0.0,20.339,8.019,0.314,-101.573,-7.0,-8,0
