time,trade_id,ticker,time_to_strike,day_forecast_strike_dev,current_forecast_strike_dev,day_current_forecast_dev,kalshi_strike_dev,polymk_strike_dev,kalshi_polymk_dev,kalshi_day_forecast_dev,polymk_day_forecast_dev,day_forecast_percipitation,day_forecast_rain,hour_forecast_rain,yes_price,no_price,taker_side,count,shift,impact,result,outcome,count_agg_2,yes_price_vol_2,count_vol_2,taker_side_sentiment_2,yes_price_sentiment_2,count_sentiment_2,yes_price_trend_2,count_agg_5,yes_price_vol_5,count_vol_5,taker_side_sentiment_5,yes_price_sentiment_5,count_sentiment_5,yes_price_trend_5,count_agg_15,yes_price_vol_15,count_vol_15,taker_side_sentiment_15,yes_price_sentiment_15,count_sentiment_15,yes_price_trend_15,count_agg_60,yes_price_vol_60,count_vol_60,taker_side_sentiment_60,yes_price_sentiment_60,count_sentiment_60,yes_price_trend_60,count_agg_120,yes_price_vol_120,count_vol_120,taker_side_sentiment_120,yes_price_sentiment_120,count_sentiment_120,yes_price_trend_120
2025-04-06 23:59:13.267831,dbb5dbb9-a47b-4b24-8410-e1cd82264fae,KXHIGHNY-25APR07-B48.5,86386.732,0.7,0.8,-0.1,0.0,-5.908,5.908,0.7,6.608,63.0,4.0,0.0,67,33,1,1,-1.0,-54.498,-67,0,1,0.0,0.0,1.0,67.0,1.0,0,1,0.0,0.0,1.0,67.0,1.0,0,1,0.0,0.0,1.0,67.0,1.0,0,1,0.0,0.0,1.0,67.0,1.0,0,1,0.0,0.0,1.0,67.0,1.0,0
2025-04-06 23:59:43.925854,4ca5cb9e-17d0-4030-aa46-98b73077d71d,KXHIGHNY-25APR07-B48.5,86356.074,0.7,0.8,-0.1,0.0,-5.908,5.908,0.7,6.608,63.0,4.0,0.0,67,33,1,25,-1.0,-54.303,-67,0,26,0.0,16.971,1.0,67.0,13.0,0,26,0.0,16.971,1.0,67.0,13.0,0,26,0.0,16.971,1.0,67.0,13.0,0,26,0.0,16.971,1.0,67.0,13.0,0,26,0.0,16.971,1.0,67.0,13.0,0
2025-04-07 00:00:02.211365,eb632bc5-0518-4cce-b6bc-d8442d38b9f0,KXHIGHNY-25APR07-B50.5,86337.789,-1.3,-1.6,0.3,-1.411,-7.908,6.498,0.111,6.608,63.0,4.0,0.0,28,72,1,10,1.0,70.01,72,1,36,0.0,0.0,1.0,28.0,10.0,0,36,0.0,0.0,1.0,28.0,10.0,0,36,0.0,0.0,1.0,28.0,10.0,0,36,0.0,0.0,1.0,28.0,10.0,0,36,0.0,0.0,1.0,28.0,10.0,0
2025-04-07 00:00:12.516398,c23cc1d2-6a43-417f-9572-b04cdbf17b95,KXHIGHNY-25APR07-B48.5,86327.484,0.7,0.4,0.3,0.56,-5.912,6.472,0.14,6.612,63.0,4.0,0.0,72,28,1,12,-1.0,-58.856,-72,0,103,3.523,7.818,1.0,71.125,11.625,-7,103,3.523,7.818,1.0,71.125,11.625,-7,103,3.523,7.818,1.0,71.125,11.625,-7,103,3.523,7.818,1.0,71.125,11.625,-7,103,3.523,7.818,1.0,71.125,11.625,-7
2025-04-07 00:00:12.516398,ae29d53e-8089-46e3-b352-739dd76829cf,KXHIGHNY-25APR07-B48.5,86327.484,0.7,0.4,0.3,0.554,-5.912,6.467,0.146,6.612,63.0,4.0,0.0,73,27,1,1,-1.0,-60.07,-73,0,103,3.523,7.818,1.0,71.125,11.625,-7,103,3.523,7.818,1.0,71.125,11.625,-7,103,3.523,7.818,1.0,71.125,11.625,-7,103,3.523,7.818,1.0,71.125,11.625,-7,103,3.523,7.818,1.0,71.125,11.625,-7
2025-04-07 00:00:12.516398,8132b124-82a1-4f83-beb1-a3e40902f7bf,KXHIGHNY-25APR07-B48.5,86327.484,0.7,0.4,0.3,0.544,-5.912,6.456,0.156,6.612,63.0,4.0,0.0,75,25,1,14,-1.0,-62.124,-75,0,103,3.523,7.818,1.0,71.125,11.625,-7,103,3.523,7.818,1.0,71.125,11.625,-7,103,3.523,7.818,1.0,71.125,11.625,-7,103,3.523,7.818,1.0,71.125,11.625,-7,103,3.523,7.818,1.0,71.125,11.625,-7
2025-04-07 00:00:12.516398,3ce501da-9de3-42c4-917f-b6d0c10df172,KXHIGHNY-25APR07-B48.5,86327.484,0.7,0.4,0.3,0.549,-5.912,6.461,0.151,6.612,63.0,4.0,0.0,74,26,1,15,-1.0,-61.166,-74,0,103,3.523,7.818,1.0,71.125,11.625,-7,103,3.523,7.818,1.0,71.125,11.625,-7,103,3.523,7.818,1.0,71.125,11.625,-7,103,3.523,7.818,1.0,71.125,11.625,-7,103,3.523,7.818,1.0,71.125,11.625,-7
2025-04-07 00:00:12.516398,20d31791-5482-4304-b222-4e99addf0eac,KXHIGHNY-25APR07-B48.5,86327.484,0.7,0.4,0.3,0.589,-5.912,6.502,0.111,6.612,63.0,4.0,0.0,67,33,1,11,-1.0,-54.17,-67,0,103,3.523,7.818,1.0,71.125,11.625,-7,103,3.523,7.818,1.0,71.125,11.625,-7,103,3.523,7.818,1.0,71.125,11.625,-7,103,3.523,7.818,1.0,71.125,11.625,-7,103,3.523,7.818,1.0,71.125,11.625,-7
2025-04-07 00:00:12.516398,1d5877b0-348e-4395-8e86-e4472e864176,KXHIGHNY-25APR07-B48.5,86327.484,0.7,0.4,0.3,0.549,-5.912,6.461,0.151,6.612,63.0,4.0,0.0,74,26,1,14,-1.0,-61.253,-74,0,103,3.523,7.818,1.0,71.125,11.625,-7,103,3.523,7.818,1.0,71.125,11.625,-7,103,3.523,7.818,1.0,71.125,11.625,-7,103,3.523,7.818,1.0,71.125,11.625,-7,103,3.523,7.818,1.0,71.125,11.625,-7
2025-04-07 00:00:20.313890,ec21291a-9a37-4d73-9292-1f633f25053a,KXHIGHNY-25APR07-B48.5,86319.686,0.7,0.4,0.3,0.544,-5.912,6.456,0.156,6.612,63.0,4.0,0.0,75,25,1,11,-1.0,-61.802,-75,0,166,3.982,12.852,1.0,72.636,14.182,-11,166,3.982,12.852,1.0,72.636,14.182,-11,166,3.982,12.852,1.0,72.636,14.182,-11,166,3.982,12.852,1.0,72.636,14.182,-11,166,3.982,12.852,1.0,72.636,14.182,-11
2025-04-07 00:00:20.313890,ad5742fd-1a6d-4516-b930-5af0b0bef19d,KXHIGHNY-25APR07-B48.5,86319.686,0.7,0.4,0.3,0.533,-5.912,6.446,0.167,6.612,63.0,4.0,0.0,77,23,1,5,-1.0,-63.827,-77,0,166,3.982,12.852,1.0,72.636,14.182,-11,166,3.982,12.852,1.0,72.636,14.182,-11,166,3.982,12.852,1.0,72.636,14.182,-11,166,3.982,12.852,1.0,72.636,14.182,-11,166,3.982,12.852,1.0,72.636,14.182,-11
2025-04-07 00:00:20.313890,7d681f32-3d91-453b-aa79-257e44906d78,KXHIGHNY-25APR07-B48.5,86319.686,0.7,0.4,0.3,0.528,-5.912,6.441,0.172,6.612,63.0,4.0,0.0,78,22,1,47,-1.0,-64.842,-78,0,166,3.982,12.852,1.0,72.636,14.182,-11,166,3.982,12.852,1.0,72.636,14.182,-11,166,3.982,12.852,1.0,72.636,14.182,-11,166,3.982,12.852,1.0,72.636,14.182,-11,166,3.982,12.852,1.0,72.636,14.182,-11
2025-04-07 00:00:37.159921,db9420d2-ca32-4828-8be5-8fa9ae786906,KXHIGHNY-25APR07-B48.5,86302.84,0.7,0.4,0.3,0.528,-5.912,6.441,0.172,6.612,63.0,4.0,0.0,78,22,1,4,-1.0,-64.589,-78,0,228,4.438,13.007,1.0,74.0,15.571,-13,228,4.438,13.007,1.0,74.0,15.571,-13,228,4.438,13.007,1.0,74.0,15.571,-13,228,4.438,13.007,1.0,74.0,15.571,-13,228,4.438,13.007,1.0,74.0,15.571,-13
