time,trade_id,ticker,time_to_strike,day_forecast_strike_dev,current_forecast_strike_dev,day_current_forecast_dev,kalshi_strike_dev,polymk_strike_dev,kalshi_polymk_dev,kalshi_day_forecast_dev,polymk_day_forecast_dev,day_forecast_percipitation,day_forecast_rain,hour_forecast_rain,yes_price,no_price,taker_side,count,shift,impact,result,outcome,count_agg_2,yes_price_vol_2,count_vol_2,taker_side_sentiment_2,yes_price_sentiment_2,count_sentiment_2,yes_price_trend_2,count_agg_5,yes_price_vol_5,count_vol_5,taker_side_sentiment_5,yes_price_sentiment_5,count_sentiment_5,yes_price_trend_5,count_agg_15,yes_price_vol_15,count_vol_15,taker_side_sentiment_15,yes_price_sentiment_15,count_sentiment_15,yes_price_trend_15,count_agg_60,yes_price_vol_60,count_vol_60,taker_side_sentiment_60,yes_price_sentiment_60,count_sentiment_60,yes_price_trend_60,count_agg_120,yes_price_vol_120,count_vol_120,taker_side_sentiment_120,yes_price_sentiment_120,count_sentiment_120,yes_price_trend_120
2025-04-04 23:59:23.350222,22bad9da-db88-4bae-af86-465e5a0b2ded,KXHIGHNY-25APR05-B59.5,86376.65,-1.4,-0.4,-1.0,0.0,-9.842,9.842,-1.4,8.442,54.0,1.5,0.0,63,37,1,7,3.0,12.902,37,1,7,0.0,0.0,1.0,63.0,7.0,0,7,0.0,0.0,1.0,63.0,7.0,0,7,0.0,0.0,1.0,63.0,7.0,0,7,0.0,0.0,1.0,63.0,7.0,0,7,0.0,0.0,1.0,63.0,7.0,0
2025-04-04 23:59:50.326359,c7804572-9959-4402-aae7-5f49c17f2423,KXHIGHNY-25APR05-B59.5,86349.674,-1.4,-0.4,-1.0,0.0,-9.842,9.842,-1.4,8.442,54.0,1.5,0.0,63,37,1,14,3.0,12.573,37,1,22,0.577,6.506,1.0,62.667,7.333,1,22,0.577,6.506,1.0,62.667,7.333,1,22,0.577,6.506,1.0,62.667,7.333,1,22,0.577,6.506,1.0,62.667,7.333,1,22,0.577,6.506,1.0,62.667,7.333,1
2025-04-04 23:59:50.326359,b757e220-80dd-49d3-85da-1386a5555718,KXHIGHNY-25APR05-B59.5,86349.674,-1.4,-0.4,-1.0,0.0,-9.842,9.842,-1.4,8.442,54.0,1.5,0.0,62,38,1,1,3.0,13.741,38,1,22,0.577,6.506,1.0,62.667,7.333,1,22,0.577,6.506,1.0,62.667,7.333,1,22,0.577,6.506,1.0,62.667,7.333,1,22,0.577,6.506,1.0,62.667,7.333,1,22,0.577,6.506,1.0,62.667,7.333,1
2025-04-05 00:00:41.786460,cffe0836-32f8-4a3a-a3e2-5d6b17338409,KXHIGHNY-25APR05-T60,86298.214,-3.4,-3.4,0.0,-1.632,-11.846,10.215,-1.768,8.446,54.0,1.5,0.0,14,86,1,133,5.0,-5.4,-14,0,216,0.577,61.175,1.0,14.667,64.667,-1,216,0.577,61.175,1.0,14.667,64.667,-1,216,0.577,61.175,1.0,14.667,64.667,-1,216,0.577,61.175,1.0,14.667,64.667,-1,216,0.577,61.175,1.0,14.667,64.667,-1
2025-04-05 00:00:41.786460,80cb8f81-f375-49ae-b26d-1d3ef0e545b4,KXHIGHNY-25APR05-T60,86298.214,-3.4,-3.4,0.0,-1.61,-11.846,10.236,-1.79,8.446,54.0,1.5,0.0,15,85,1,46,5.0,-6.412,-15,0,216,0.577,61.175,1.0,14.667,64.667,-1,216,0.577,61.175,1.0,14.667,64.667,-1,216,0.577,61.175,1.0,14.667,64.667,-1,216,0.577,61.175,1.0,14.667,64.667,-1,216,0.577,61.175,1.0,14.667,64.667,-1
2025-04-05 00:00:41.786460,5bdd89cb-bc51-4332-8fde-6b61320562c1,KXHIGHNY-25APR05-T60,86298.214,-3.4,-3.4,0.0,-1.61,-11.846,10.236,-1.79,8.446,54.0,1.5,0.0,15,85,1,15,5.0,-6.422,-15,0,216,0.577,61.175,1.0,14.667,64.667,-1,216,0.577,61.175,1.0,14.667,64.667,-1,216,0.577,61.175,1.0,14.667,64.667,-1,216,0.577,61.175,1.0,14.667,64.667,-1,216,0.577,61.175,1.0,14.667,64.667,-1
2025-04-05 00:00:47.665241,88627887-c7d6-4034-900e-427f39ee9682,KXHIGHNY-25APR05-B57.5,86292.335,0.6,0.6,0.0,1.804,-7.846,9.65,-1.204,8.446,54.0,1.5,0.0,25,75,0,50,1.0,7.89,25,0,266,0.0,0.0,0.0,25.0,50.0,0,266,0.0,0.0,0.0,25.0,50.0,0,266,0.0,0.0,0.0,25.0,50.0,0,266,0.0,0.0,0.0,25.0,50.0,0,266,0.0,0.0,0.0,25.0,50.0,0
2025-04-05 00:01:15.665869,22909dc4-33e9-4551-914d-e8e53fbc39fe,KXHIGHNY-25APR05-B57.5,86264.334,0.6,0.6,0.0,1.822,-7.846,9.668,-1.222,8.446,54.0,1.5,0.0,24,76,0,5,1.0,6.669,24,0,305,2.082,22.811,0.0,23.333,29.667,4,305,2.082,22.811,0.0,23.333,29.667,4,305,2.082,22.811,0.0,23.333,29.667,4,305,2.082,22.811,0.0,23.333,29.667,4,305,2.082,22.811,0.0,23.333,29.667,4
2025-04-05 00:01:15.665869,14430018-149a-4d76-8993-ec67ac230a9c,KXHIGHNY-25APR05-B57.5,86264.334,0.6,0.6,0.0,1.878,-7.846,9.724,-1.278,8.446,54.0,1.5,0.0,21,79,0,34,1.0,3.849,21,0,305,2.082,22.811,0.0,23.333,29.667,4,305,2.082,22.811,0.0,23.333,29.667,4,305,2.082,22.811,0.0,23.333,29.667,4,305,2.082,22.811,0.0,23.333,29.667,4,305,2.082,22.811,0.0,23.333,29.667,4
2025-04-05 00:01:28.210106,7066dcb6-ae80-4256-b7a6-a7f972a6a976,KXHIGHNY-25APR05-B57.5,86251.79,0.6,0.6,0.0,1.878,-7.846,9.724,-1.278,8.446,54.0,1.5,0.0,21,79,0,46,1.0,3.045,21,0,344,2.062,20.337,0.0,22.75,33.75,4,351,2.062,20.337,0.0,22.75,33.75,4,351,2.062,20.337,0.0,22.75,33.75,4,351,2.062,20.337,0.0,22.75,33.75,4,351,2.062,20.337,0.0,22.75,33.75,4
