time,temperature_2m,apparent_temperature,precipitation_probability,precipitation,rain,showers,snowfall,cloud_cover_high,cloud_cover,wind_speed_10m,wind_gusts_10m,cloud_cover_mid,dew_point_2m,wet_bulb_temperature_2m
2024-08-01T00:00,74.4,66.9,0.0,0.0,0.0,0.0,0.0,0,0,19.6,21.6,0,40.1,56.0
2024-08-01T01:00,73.7,68.0,0.0,0.0,0.0,0.0,0.0,0,0,10.1,18.4,0,36.7,54.4
2024-08-01T02:00,72.1,66.5,0.0,0.0,0.0,0.0,0.0,0,0,7.9,10.8,0,34.3,52.9
2024-08-01T03:00,70.0,66.3,0.0,0.0,0.0,0.0,0.0,0,0,1.5,8.6,0,35.4,52.4
2024-08-01T04:00,65.9,61.0,0.0,0.0,0.0,0.0,0.0,0,0,8.2,8.3,0,38.2,51.5
2024-08-01T05:00,63.5,60.0,0.0,0.0,0.0,0.0,0.0,0,0,2.6,4.3,0,38.1,50.3
2024-08-01T06:00,64.3,58.9,0.0,0.0,0.0,0.0,0.0,0,0,7.8,9.7,0,34.6,49.5
2024-08-01T07:00,61.8,56.9,0.0,0.0,0.0,0.0,0.0,0,0,7.8,10.4,0,37.8,49.4
2024-08-01T08:00,59.6,55.0,0.0,0.0,0.0,0.0,0.0,0,0,5.9,9.7,0,36.5,47.8
2024-08-01T09:00,59.6,56.2,0.0,0.0,0.0,0.0,0.0,0,0,4.6,9.0,0,41.0,49.5
2024-08-01T10:00,69.6,67.7,0.0,0.0,0.0,0.0,0.0,0,0,1.8,4.3,0,44.2,55.5
2024-08-01T11:00,75.0,72.8,0.0,0.0,0.0,0.0,0.0,0,0,2.5,4.0,0,44.0,57.8
2024-08-01T12:00,81.7,79.8,0.0,0.0,0.0,0.0,0.0,0,0,3.0,15.1,0,42.5,59.8
2024-08-01T13:00,85.8,85.0,0.0,0.0,0.0,0.0,0.0,0,0,6.9,13.3,0,43.8,61.9
2024-08-01T14:00,90.1,90.4,0.0,0.0,0.0,0.0,0.0,0,0,8.5,9.4,0,45.0,64.0
2024-08-01T15:00,94.8,95.6,0.0,0.0,0.0,0.0,0.0,0,0,7.1,10.1,0,41.7,64.2
2024-08-01T16:00,97.3,98.4,0.0,0.0,0.0,0.0,0.0,0,0,6.7,18.4,0,42.0,65.2
2024-08-01T17:00,99.3,97.6,0.0,0.0,0.0,0.0,0.0,0,0,10.5,20.9,0,37.8,64.2
2024-08-01T18:00,101.1,96.2,0.0,0.0,0.0,0.0,0.0,0,0,14.0,30.2,0,31.9,62.8
2024-08-01T19:00,99.6,94.2,0.0,0.0,0.0,0.0,0.0,0,0,11.0,27.7,0,33.4,62.8
2024-08-01T20:00,99.0,90.8,0.0,0.0,0.0,0.0,0.0,0,62,15.6,27.7,62,30.3,61.6
2024-08-01T21:00,97.3,87.6,0.0,0.0,0.0,0.0,0.0,0,1,18.1,26.6,1,23.0,58.9
2024-08-01T22:00,92.1,83.2,0.0,0.0,0.0,0.0,0.0,0,0,17.1,35.3,0,27.8,58.5
2024-08-01T23:00,85.0,80.2,0.0,0.0,0.0,0.0,0.0,0,0,8.7,8.6,0,39.5,60.0
2024-08-02T00:00,84.0,76.9,0.0,0.0,0.0,0.0,0.0,0,0,21.8,33.8,0,44.4,61.5
2024-08-02T01:00,80.2,77.6,0.0,0.0,0.0,0.0,0.0,0,0,17.3,51.1,0,56.3,65.3
2024-08-02T02:00,76.9,72.7,0.0,0.0,0.0,0.0,0.0,2,2,16.9,37.4,0,50.8,61.4
2024-08-02T03:00,76.3,74.5,0.0,0.0,0.0,0.0,0.0,83,83,8.4,14.0,0,51.5,61.5
2024-08-02T04:00,74.1,71.6,0.0,0.0,0.0,0.0,0.0,6,6,7.2,9.0,0,47.6,58.9
2024-08-02T05:00,70.6,66.5,0.0,0.0,0.0,0.0,0.0,0,0,9.0,11.5,0,43.1,55.5
2024-08-02T06:00,68.5,65.5,0.0,0.0,0.0,0.0,0.0,0,0,4.3,4.3,0,42.5,54.3
2024-08-02T07:00,65.4,62.9,0.0,0.0,0.0,0.0,0.0,0,0,5.2,5.0,0,45.7,54.2
2024-08-02T08:00,65.3,61.1,0.0,0.0,0.0,0.0,0.0,0,0,12.1,14.4,0,46.2,54.3
2024-08-02T09:00,63.9,63.4,0.0,0.0,0.0,0.0,0.0,0,0,3.1,7.9,0,51.0,56.0
2024-08-02T10:00,72.1,73.1,0.0,0.0,0.0,0.0,0.0,0,0,1.1,3.2,0,54.1,61.0
2024-08-02T11:00,78.9,78.7,0.0,0.0,0.0,0.0,0.0,0,0,3.0,5.0,0,51.8,62.7
2024-08-02T12:00,84.0,84.7,0.0,0.0,0.0,0.0,0.0,0,0,2.3,4.7,0,51.8,64.7
2024-08-02T13:00,89.4,91.1,0.0,0.0,0.0,0.0,0.0,0,49,3.6,6.1,49,50.0,65.9
2024-08-02T14:00,91.9,94.7,0.0,0.0,0.0,0.0,0.0,0,0,7.5,10.8,0,53.2,68.2
2024-08-02T15:00,97.5,97.4,0.0,0.0,0.0,0.0,0.0,0,1,13.1,17.6,1,46.9,67.2
2024-08-02T16:00,97.0,98.1,0.0,0.0,0.0,0.0,0.0,0,7,9.1,11.5,7,46.5,66.9
2024-08-02T17:00,98.0,96.6,0.0,0.0,0.0,0.0,0.0,0,100,15.6,29.9,100,47.3,67.5
2024-08-02T18:00,91.9,83.6,0.0,0.0,0.0,0.0,0.0,11,100,25.6,27.7,100,43.8,64.1
2024-08-02T19:00,97.6,92.4,0.0,0.0,0.0,0.0,0.0,0,94,9.7,20.2,94,38.5,63.9
2024-08-02T20:00,98.4,93.0,0.0,0.0,0.0,0.0,0.0,0,86,4.8,13.3,86,29.9,61.3
2024-08-02T21:00,95.4,86.6,0.0,0.0,0.0,0.0,0.0,0,32,20.5,24.8,32,34.7,61.8
2024-08-02T22:00,87.9,80.9,0.0,0.0,0.0,0.0,0.0,0,99,21.0,42.8,99,44.3,62.9
2024-08-02T23:00,82.2,79.3,0.0,0.0,0.0,0.0,0.0,10,17,10.5,27.0,17,49.4,63.0
2024-08-03T00:00,76.8,71.5,0.0,0.0,0.0,0.0,0.0,10,13,18.2,27.0,13,47.9,60.1
2024-08-03T01:00,73.8,71.1,0.0,0.0,0.0,0.0,0.0,0,12,9.5,11.5,12,49.2,59.4
2024-08-03T02:00,72.0,70.9,0.0,0.0,0.0,0.0,0.0,0,100,6.3,8.6,100,51.8,59.8
2024-08-03T03:00,69.4,69.7,0.0,0.0,0.0,0.0,0.0,0,6,2.7,6.8,6,53.5,59.5
2024-08-03T04:00,69.5,67.3,0.0,0.0,0.0,0.0,0.0,0,0,8.5,13.3,0,50.1,58.0
2024-08-03T05:00,66.2,64.5,0.0,0.0,0.0,0.0,0.0,0,0,7.6,11.9,0,51.0,57.0
2024-08-03T06:00,64.9,63.8,0.0,0.0,0.0,0.0,0.0,0,0,5.8,10.4,0,51.5,56.6
2024-08-03T07:00,67.0,65.3,0.0,0.0,0.0,0.0,0.0,0,0,2.7,4.7,0,46.1,55.1
2024-08-03T08:00,63.1,61.5,0.0,0.0,0.0,0.0,0.0,0,0,6.1,6.1,0,49.9,55.1
2024-08-03T09:00,65.6,65.2,0.0,0.0,0.0,0.0,0.0,0,0,2.9,3.2,0,51.3,56.8
2024-08-03T10:00,69.4,67.1,0.0,0.0,0.0,0.0,0.0,0,0,6.1,7.2,0,47.2,56.6
2024-08-03T11:00,76.3,75.9,0.0,0.0,0.0,0.0,0.0,0,0,1.8,2.5,0,50.2,60.9
2024-08-03T12:00,82.5,81.6,0.0,0.0,0.0,0.0,0.0,0,0,5.2,9.7,0,48.8,62.8
2024-08-03T13:00,86.5,86.7,0.0,0.0,0.0,0.0,0.0,0,0,7.6,12.2,0,48.6,64.2
2024-08-03T14:00,91.5,93.2,0.0,0.0,0.0,0.0,0.0,0,0,5.1,18.7,0,46.1,64.9
2024-08-03T15:00,94.6,92.4,0.0,0.0,0.0,0.0,0.0,0,0,15.8,22.7,0,41.5,64.1
2024-08-03T16:00,94.9,92.3,0.0,0.0,0.0,0.0,0.0,0,0,14.3,21.6,0,36.4,62.3
2024-08-03T17:00,95.7,91.8,0.0,0.0,0.0,0.0,0.0,0,0,17.1,23.4,0,37.0,62.8
2024-08-03T18:00,95.6,91.1,0.0,0.0,0.0,0.0,0.0,1,1,15.8,23.8,0,37.0,62.7
2024-08-03T19:00,95.3,89.6,0.0,0.0,0.0,0.0,0.0,0,0,15.1,20.2,0,38.6,63.2
2024-08-03T20:00,94.8,88.3,0.0,0.0,0.0,0.0,0.0,0,0,12.9,18.4,0,36.3,62.2
2024-08-03T21:00,93.0,85.1,0.0,0.0,0.0,0.0,0.0,0,0,12.5,17.3,0,25.9,58.2
2024-08-03T22:00,86.5,82.0,0.0,0.0,0.0,0.0,0.0,0,0,6.1,21.2,0,37.9,59.9
2024-08-03T23:00,81.6,76.3,0.0,0.0,0.0,0.0,0.0,0,0,9.5,23.4,0,37.9,58.1
2024-08-04T00:00,79.7,75.6,0.0,0.0,0.0,0.0,0.0,0,0,5.3,11.9,0,38.6,57.6
2024-08-04T01:00,75.1,70.3,0.0,0.0,0.0,0.0,0.0,0,0,9.0,15.8,0,39.8,56.2
2024-08-04T02:00,74.6,69.5,0.0,0.0,0.0,0.0,0.0,0,0,12.6,21.6,0,42.8,57.1
2024-08-04T03:00,73.9,71.2,0.0,0.0,0.0,0.0,0.0,0,0,13.9,25.9,0,53.0,61.2
2024-08-04T04:00,71.2,68.5,0.0,0.0,0.0,0.0,0.0,0,0,9.4,17.6,0,49.3,58.3
2024-08-04T05:00,69.0,66.5,0.0,0.0,0.0,0.0,0.0,2,2,8.5,20.5,0,49.0,57.3
2024-08-04T06:00,69.6,67.3,0.0,0.0,0.0,0.0,0.0,2,2,8.7,19.8,0,49.6,57.8
2024-08-04T07:00,65.3,63.9,0.0,0.0,0.0,0.0,0.0,0,0,5.3,11.9,0,49.7,55.9
2024-08-04T08:00,62.8,60.7,0.0,0.0,0.0,0.0,0.0,0,0,6.4,7.2,0,48.2,54.1
2024-08-04T09:00,64.3,62.8,0.0,0.0,0.0,0.0,0.0,2,2,6.0,10.8,0,50.1,55.7
2024-08-04T10:00,73.9,73.1,0.0,0.0,0.0,0.0,0.0,0,0,4.9,13.7,0,51.3,60.4
2024-08-04T11:00,82.0,80.7,0.0,0.0,0.0,0.0,0.0,0,0,1.8,4.7,0,46.7,61.7
2024-08-04T12:00,88.1,84.7,0.0,0.0,0.0,0.0,0.0,0,0,4.0,11.5,0,36.3,59.9
2024-08-04T13:00,91.8,91.1,0.0,0.0,0.0,0.0,0.0,0,0,3.6,12.6,0,39.2,62.3
2024-08-04T14:00,96.5,97.4,0.0,0.0,0.0,0.0,0.0,0,0,2.9,7.2,0,39.6,64.0
2024-08-04T15:00,97.7,96.8,0.0,0.0,0.0,0.0,0.0,0,0,12.0,14.0,0,42.3,65.4
2024-08-04T16:00,95.6,90.8,0.0,0.0,0.0,0.0,0.0,100,100,18.9,36.7,100,45.4,66.0
2024-08-04T17:00,89.8,83.8,0.0,0.2,0.2,0.0,0.0,100,100,18.7,25.2,89,45.9,64.2
2024-08-04T18:00,89.5,84.2,0.0,0.0,0.0,0.0,0.0,52,100,21.4,25.9,100,51.1,66.4
2024-08-04T19:00,88.7,84.7,0.0,0.0,0.0,0.0,0.0,100,100,10.5,13.7,83,45.0,63.5
2024-08-04T20:00,84.7,80.6,0.0,0.0,0.0,0.0,0.0,100,100,17.8,25.2,97,51.6,64.9
2024-08-04T21:00,86.3,84.1,0.0,0.0,0.0,0.0,0.0,60,99,2.5,7.2,99,44.1,62.2
2024-08-04T22:00,83.8,80.6,0.0,0.0,0.0,0.0,0.0,93,100,4.3,6.8,100,42.0,60.5
2024-08-04T23:00,79.7,78.0,0.0,0.0,0.0,0.0,0.0,0,100,8.0,10.1,100,51.1,62.7
2024-08-05T00:00,80.5,79.2,0.0,0.0,0.0,0.0,0.0,0,100,8.8,15.1,100,53.3,64.0
2024-08-05T01:00,75.9,71.1,0.0,0.0,0.0,0.0,0.0,100,100,20.4,37.4,100,51.8,61.5
2024-08-05T02:00,74.7,67.5,0.0,0.0,0.0,0.0,0.0,100,100,26.8,51.5,100,49.4,59.9
2024-08-05T03:00,77.1,70.3,0.0,0.0,0.0,0.0,0.0,100,100,18.5,44.3,97,42.4,58.0
2024-08-05T04:00,75.8,73.7,0.0,0.0,0.0,0.0,0.0,87,89,2.9,11.9,89,44.7,58.4
2024-08-05T05:00,75.3,70.4,0.0,0.0,0.0,0.0,0.0,35,50,12.3,18.0,50,43.4,57.6
2024-08-05T06:00,72.8,68.8,0.0,0.0,0.0,0.0,0.0,2,6,9.7,14.0,6,44.3,56.9
2024-08-05T07:00,70.7,67.4,0.0,0.0,0.0,0.0,0.0,70,70,8.4,12.6,36,45.9,56.6
2024-08-05T08:00,68.9,66.3,0.0,0.0,0.0,0.0,0.0,3,3,7.6,14.4,0,47.9,56.7
2024-08-05T09:00,68.5,66.5,0.0,0.0,0.0,0.0,0.0,0,0,6.6,14.0,0,49.1,57.1
2024-08-05T10:00,77.2,75.5,0.0,0.0,0.0,0.0,0.0,0,0,6.2,6.8,0,49.6,61.0
2024-08-05T11:00,83.8,81.0,0.0,0.0,0.0,0.0,0.0,0,0,7.3,7.9,0,46.3,62.2
2024-08-05T12:00,87.8,84.5,0.0,0.0,0.0,0.0,0.0,0,1,12.3,18.0,1,47.6,64.3
2024-08-05T13:00,90.8,87.9,0.0,0.0,0.0,0.0,0.0,0,3,16.4,18.4,3,47.9,65.4
2024-08-05T14:00,91.2,90.7,0.0,0.0,0.0,0.0,0.0,0,50,13.6,17.3,50,50.5,66.7
2024-08-05T15:00,92.2,90.4,0.0,0.0,0.0,0.0,0.0,0,56,18.6,23.0,56,52.4,67.9
2024-08-05T16:00,93.7,93.2,0.0,0.0,0.0,0.0,0.0,2,36,14.5,20.9,36,51.5,68.0
2024-08-05T17:00,91.0,90.8,0.0,0.0,0.0,0.0,0.0,57,100,13.4,24.5,100,52.4,67.5
2024-08-05T18:00,86.0,84.3,0.0,0.0,0.0,0.0,0.0,100,100,11.5,13.3,100,54.4,66.6
2024-08-05T19:00,85.6,82.3,0.0,0.0,0.0,0.0,0.0,91,95,14.4,17.6,95,51.6,65.2
2024-08-05T20:00,76.1,76.2,0.0,0.0,0.0,0.0,0.0,100,100,10.1,10.8,100,58.3,64.7
2024-08-05T21:00,70.0,73.4,0.0,0.1,0.1,0.0,0.0,86,100,4.5,14.8,100,62.8,65.0
2024-08-05T22:00,67.7,66.8,0.0,0.9,0.9,0.0,0.0,100,100,15.9,23.0,100,59.5,62.2
2024-08-05T23:00,67.4,65.8,0.0,0.1,0.1,0.0,0.0,100,100,18.8,29.5,100,59.9,62.3
2024-08-06T00:00,66.7,66.1,0.0,0.0,0.0,0.0,0.0,99,100,12.2,27.4,100,57.8,60.8
2024-08-06T01:00,66.5,64.6,0.0,0.0,0.0,0.0,0.0,99,99,15.0,44.6,51,56.4,59.9
2024-08-06T02:00,67.4,64.8,0.0,0.0,0.0,0.0,0.0,4,4,16.7,29.5,0,55.6,59.8
2024-08-06T03:00,67.3,64.4,0.0,0.0,0.0,0.0,0.0,0,0,16.0,30.2,0,54.3,59.1
2024-08-06T04:00,67.5,63.7,0.0,0.0,0.0,0.0,0.0,0,0,17.3,30.2,0,52.6,58.3
2024-08-06T05:00,65.9,63.0,0.0,0.0,0.0,0.0,0.0,0,1,15.1,29.9,1,53.4,58.1
2024-08-06T06:00,66.1,63.7,0.0,0.0,0.0,0.0,0.0,1,1,12.2,23.4,0,52.7,57.8
2024-08-06T07:00,65.8,64.2,0.0,0.0,0.0,0.0,0.0,0,27,9.7,20.5,27,53.2,57.9
2024-08-06T08:00,63.5,63.4,0.0,0.0,0.0,0.0,0.0,0,0,5.7,16.6,0,54.3,57.5
2024-08-06T09:00,64.9,66.1,0.0,0.0,0.0,0.0,0.0,0,0,3.2,8.3,0,56.4,59.2
2024-08-06T10:00,71.9,71.3,0.0,0.0,0.0,0.0,0.0,0,7,7.4,9.0,7,54.3,61.0
2024-08-06T11:00,75.9,76.4,0.0,0.0,0.0,0.0,0.0,0,0,4.8,7.6,0,55.4,63.2
2024-08-06T12:00,80.1,83.0,0.0,0.0,0.0,0.0,0.0,0,0,1.5,7.6,0,58.0,66.1
2024-08-06T13:00,83.8,86.8,0.0,0.0,0.0,0.0,0.0,4,4,4.1,5.4,2,54.8,66.0
2024-08-06T14:00,89.9,95.3,0.0,0.0,0.0,0.0,0.0,0,0,1.3,10.4,0,55.2,68.4
2024-08-06T15:00,92.5,97.6,0.0,0.0,0.0,0.0,0.0,0,0,2.6,8.6,0,53.7,68.6
2024-08-06T16:00,93.4,96.7,0.0,0.0,0.0,0.0,0.0,0,0,7.9,14.8,0,53.4,68.8
2024-08-06T17:00,95.5,96.8,0.0,0.0,0.0,0.0,0.0,0,11,8.7,13.3,11,49.4,67.7
2024-08-06T18:00,95.2,95.4,0.0,0.0,0.0,0.0,0.0,0,2,10.7,17.3,2,52.7,69.1
2024-08-06T19:00,83.9,80.2,0.0,0.0,0.0,0.0,0.0,0,100,21.0,34.2,100,55.6,66.4
2024-08-06T20:00,74.9,78.8,0.0,0.2,0.2,0.0,0.0,88,91,4.7,18.4,91,64.1,67.5
2024-08-06T21:00,82.0,82.1,0.0,0.0,0.0,0.0,0.0,0,3,9.9,14.0,3,58.0,66.9
2024-08-06T22:00,76.9,74.0,0.0,0.0,0.0,0.0,0.0,0,100,17.9,45.0,100,55.7,63.8
2024-08-06T23:00,73.6,68.4,0.0,0.0,0.0,0.0,0.0,40,100,28.9,51.5,100,57.4,63.3
2024-08-07T00:00,71.2,68.3,0.0,0.0,0.0,0.0,0.0,0,46,17.4,32.0,46,55.2,61.2
2024-08-07T01:00,72.9,68.0,0.0,0.0,0.0,0.0,0.0,0,0,16.2,30.2,0,47.8,58.4
2024-08-07T02:00,74.4,68.8,0.0,0.0,0.0,0.0,0.0,0,0,17.8,33.8,0,46.4,58.5
2024-08-07T03:00,73.4,69.2,0.0,0.0,0.0,0.0,0.0,0,0,12.4,23.4,0,46.3,58.0
2024-08-07T04:00,68.1,65.6,0.0,0.0,0.0,0.0,0.0,0,0,9.4,14.8,0,49.8,57.2
2024-08-07T05:00,65.4,63.7,0.0,0.0,0.0,0.0,0.0,0,0,5.2,14.4,0,48.8,55.6
2024-08-07T06:00,66.0,63.3,0.0,0.0,0.0,0.0,0.0,0,0,8.8,13.3,0,48.4,55.7
2024-08-07T07:00,63.4,62.0,0.0,0.0,0.0,0.0,0.0,0,50,4.7,7.6,50,49.3,54.9
2024-08-07T08:00,64.4,62.3,0.0,0.0,0.0,0.0,0.0,0,50,3.1,9.4,50,44.8,53.3
2024-08-07T09:00,65.0,62.8,0.0,0.0,0.0,0.0,0.0,0,0,7.6,10.8,0,49.0,55.5
2024-08-07T10:00,73.6,73.0,0.0,0.0,0.0,0.0,0.0,0,0,3.4,5.0,0,50.9,60.1
2024-08-07T11:00,79.5,78.3,0.0,0.0,0.0,0.0,0.0,0,0,8.4,11.9,0,53.1,63.5
2024-08-07T12:00,84.7,82.7,0.0,0.0,0.0,0.0,0.0,0,0,11.8,16.6,0,51.6,64.9
2024-08-07T13:00,83.7,85.2,0.0,0.0,0.0,0.0,0.0,0,17,9.2,13.7,17,55.4,66.2
2024-08-07T14:00,86.9,90.0,0.0,0.0,0.0,0.0,0.0,0,2,8.8,16.2,2,56.0,67.7
2024-08-07T15:00,89.7,94.6,0.0,0.0,0.0,0.0,0.0,0,20,4.0,6.5,20,54.2,67.9
2024-08-07T16:00,90.7,92.4,0.0,0.0,0.0,0.0,0.0,99,99,7.2,15.1,95,50.1,66.3
2024-08-07T17:00,91.6,90.5,0.0,0.0,0.0,0.0,0.0,0,42,8.8,14.4,42,47.4,65.5
2024-08-07T18:00,87.0,86.4,0.0,0.0,0.0,0.0,0.0,99,100,12.7,28.8,100,56.8,68.2
2024-08-07T19:00,78.9,79.8,0.0,0.0,0.0,0.0,0.0,77,97,6.6,26.6,97,58.1,65.7
2024-08-07T20:00,78.5,75.1,0.0,0.0,0.0,0.0,0.0,0,86,22.0,34.2,86,57.2,65.1
2024-08-07T21:00,75.4,75.1,0.0,0.0,0.0,0.0,0.0,0,99,5.6,10.4,99,53.8,62.2
2024-08-07T22:00,74.8,71.3,0.0,0.0,0.0,0.0,0.0,0,67,12.7,19.8,67,49.5,60.0
2024-08-07T23:00,74.1,69.3,0.0,0.0,0.0,0.0,0.0,1,6,18.0,37.1,6,49.6,59.7
2024-08-08T00:00,73.3,69.4,0.0,0.0,0.0,0.0,0.0,98,98,15.2,35.6,2,50.1,59.6
2024-08-08T01:00,72.5,68.9,0.0,0.0,0.0,0.0,0.0,3,3,11.0,29.9,0,47.5,58.1
2024-08-08T02:00,68.5,66.4,0.0,0.0,0.0,0.0,0.0,0,0,8.0,7.9,0,49.7,57.4
2024-08-08T03:00,66.8,63.4,0.0,0.0,0.0,0.0,0.0,0,0,12.9,25.6,0,49.7,56.6
2024-08-08T04:00,63.5,61.6,0.0,0.0,0.0,0.0,0.0,0,0,13.7,26.3,0,55.4,58.2
2024-08-08T05:00,62.8,61.8,0.0,0.0,0.0,0.0,0.0,0,7,11.9,23.8,0,56.5,58.5
2024-08-08T06:00,62.0,61.1,0.0,0.0,0.0,0.0,0.0,0,0,11.2,22.3,0,56.4,58.2
2024-08-08T07:00,61.6,61.4,0.0,0.0,0.0,0.0,0.0,36,100,11.3,27.7,0,58.3,59.3
2024-08-08T08:00,62.3,62.7,0.0,0.0,0.0,0.0,0.0,12,100,9.7,21.2,0,58.7,59.8
2024-08-08T09:00,60.3,60.5,0.0,0.0,0.0,0.0,0.0,2,100,11.6,17.6,0,59.7,59.8
2024-08-08T10:00,62.3,63.2,0.0,0.1,0.1,0.0,0.0,2,100,10.2,16.9,0,60.3,60.8
2024-08-08T11:00,62.0,62.8,0.0,0.1,0.1,0.0,0.0,3,100,8.0,9.4,0,58.7,59.6
2024-08-08T12:00,62.0,63.6,0.0,0.0,0.0,0.0,0.0,0,100,9.2,17.3,0,61.7,61.7
2024-08-08T13:00,62.2,62.5,0.0,0.2,0.2,0.0,0.0,57,100,11.4,16.2,0,59.8,60.5
2024-08-08T14:00,63.5,64.2,0.0,0.3,0.3,0.0,0.0,22,100,8.5,9.4,0,58.9,60.3
2024-08-08T15:00,68.7,70.0,0.0,0.0,0.0,0.0,0.0,2,100,8.8,10.1,0,60.5,63.1
2024-08-08T16:00,71.7,73.0,0.0,0.0,0.0,0.0,0.0,12,43,11.4,13.0,0,62.2,65.2
2024-08-08T17:00,73.9,75.1,0.0,0.0,0.0,0.0,0.0,5,39,16.0,18.0,0,61.9,65.9
2024-08-08T18:00,72.1,71.1,0.0,0.0,0.0,0.0,0.0,11,100,19.5,27.0,0,61.7,65.1
2024-08-08T19:00,65.4,64.3,0.0,0.0,0.0,0.0,0.0,35,98,19.2,31.0,94,61.4,62.6
2024-08-08T20:00,64.6,64.9,0.0,0.0,0.0,0.0,0.0,93,100,13.8,30.6,86,61.3,62.2
2024-08-08T21:00,64.7,64.7,0.0,0.0,0.0,0.0,0.0,99,100,12.3,18.4,100,59.7,61.2
2024-08-08T22:00,63.8,62.9,0.0,0.0,0.0,0.0,0.0,4,100,13.6,22.0,99,58.2,59.9
2024-08-08T23:00,62.2,62.0,0.0,0.0,0.0,0.0,0.0,57,100,11.8,21.6,91,58.6,59.7
2024-08-09T00:00,62.2,62.5,0.0,0.0,0.0,0.0,0.0,92,100,9.4,16.9,51,58.3,59.5
2024-08-09T01:00,61.9,62.5,0.0,0.0,0.0,0.0,0.0,99,100,10.4,18.0,4,59.8,60.4
2024-08-09T02:00,62.0,62.0,0.0,0.0,0.0,0.0,0.0,100,100,11.0,15.1,1,58.7,59.6
2024-08-09T03:00,60.6,61.2,0.0,0.0,0.0,0.0,0.0,99,100,8.4,14.8,0,58.3,58.9
2024-08-09T04:00,60.2,60.0,0.0,0.0,0.0,0.0,0.0,99,100,10.0,13.7,76,57.5,58.3
2024-08-09T05:00,60.3,61.0,0.0,0.0,0.0,0.0,0.0,99,100,6.8,10.8,99,57.6,58.4
2024-08-09T06:00,59.5,59.4,0.0,0.0,0.0,0.0,0.0,49,100,9.4,17.3,62,57.4,58.0
2024-08-09T07:00,59.0,59.1,0.0,0.0,0.0,0.0,0.0,3,100,8.4,16.9,5,57.0,57.5
2024-08-09T08:00,59.0,59.9,0.0,0.2,0.2,0.0,0.0,0,100,4.7,17.6,0,56.7,57.3
2024-08-09T09:00,57.9,59.0,0.0,0.0,0.0,0.0,0.0,72,100,4.2,13.3,0,56.8,57.1
2024-08-09T10:00,58.6,59.8,0.0,0.0,0.0,0.0,0.0,99,100,4.7,12.6,0,57.2,57.6
2024-08-09T11:00,59.3,59.7,0.0,0.0,0.0,0.0,0.0,74,100,7.2,9.0,0,57.3,57.8
2024-08-09T12:00,60.2,59.8,0.0,0.0,0.0,0.0,0.0,1,100,9.7,15.5,0,56.6,57.7
2024-08-09T13:00,60.3,59.8,0.0,0.0,0.0,0.0,0.0,7,100,11.2,12.6,0,57.6,58.4
2024-08-09T14:00,62.7,62.4,0.0,0.0,0.0,0.0,0.0,0,100,10.0,12.6,2,57.1,58.9
2024-08-09T15:00,64.0,62.0,0.0,0.0,0.0,0.0,0.0,0,100,15.0,16.6,17,56.2,58.8
2024-08-09T16:00,64.1,64.3,0.0,0.1,0.1,0.0,0.0,0,100,8.3,22.0,100,57.1,59.4
2024-08-09T17:00,63.7,63.5,0.0,0.0,0.0,0.0,0.0,74,99,7.0,7.2,99,55.2,58.1
2024-08-09T18:00,62.3,59.2,0.0,0.0,0.0,0.0,0.0,99,99,20.3,26.6,99,56.8,58.5
2024-08-09T19:00,66.1,64.8,0.0,0.0,0.0,0.0,0.0,0,99,12.3,22.3,99,56.0,59.6
2024-08-09T20:00,68.5,67.4,0.0,0.0,0.0,0.0,0.0,99,99,9.8,24.1,27,54.6,59.7
2024-08-09T21:00,67.0,67.0,0.0,0.0,0.0,0.0,0.0,99,99,7.5,15.5,99,56.1,59.9
2024-08-09T22:00,64.9,63.1,0.0,0.0,0.0,0.0,0.0,99,99,8.4,23.0,99,51.5,56.6
2024-08-09T23:00,63.7,65.3,0.0,0.0,0.0,0.0,0.0,32,99,3.0,16.2,99,57.4,59.4
2024-08-10T00:00,61.1,63.3,0.0,0.1,0.1,0.0,0.0,0,87,3.9,14.4,87,59.6,60.0
2024-08-10T01:00,60.6,61.7,0.0,0.0,0.0,0.0,0.0,82,99,6.3,13.0,99,58.3,58.9
2024-08-10T02:00,58.8,59.1,0.0,0.0,0.0,0.0,0.0,98,99,6.4,7.6,99,56.2,57.0
2024-08-10T03:00,58.8,59.3,0.0,0.0,0.0,0.0,0.0,21,100,7.4,21.6,99,57.4,57.8
2024-08-10T04:00,58.6,60.1,0.0,0.0,0.0,0.0,0.0,1,100,3.5,3.2,73,57.2,57.6
2024-08-10T05:00,59.0,60.0,0.0,0.0,0.0,0.0,0.0,0,100,5.4,9.4,61,57.3,57.7
2024-08-10T06:00,57.6,58.5,0.0,0.0,0.0,0.0,0.0,0,50,4.3,9.7,0,56.4,56.7
2024-08-10T07:00,56.3,56.0,0.0,0.0,0.0,0.0,0.0,0,3,7.4,9.0,2,55.2,55.4
2024-08-10T08:00,55.5,55.8,0.0,0.0,0.0,0.0,0.0,0,29,2.9,4.7,1,53.5,54.1
2024-08-10T09:00,55.8,56.2,0.0,0.0,0.0,0.0,0.0,0,100,5.3,7.6,0,55.8,55.7
2024-08-10T10:00,60.3,61.8,0.0,0.0,0.0,0.0,0.0,0,55,5.5,13.3,0,58.8,59.2
