time,day_of_year,time_to_strike,time_of_day,count,yes_price,no_price,taker_side,shift,DF_temperature_2m_max,DF_temperature_2m_max_dev,DF_temperature_2m_min,DF_temperature_2m_min_dev,DF_apparent_temperature_max,DF_apparent_temperature_max_dev,DF_apparent_temperature_min,DF_apparent_temperature_min_dev,DF_showers_sum,DF_snowfall_sum,DF_precipitation_sum,DF_precipitation_hours,DF_rain_sum,DF_precipitation_probability_max,CF_temperature_2m,CF_temperature_2m_dev,CF_apparent_temperature,CF_apparent_temperature_dev,CF_precipitation_probability,CF_precipitation,CF_rain,CF_showers,CF_snowfall,STF_temperature_2m,STF_temperature_2m_dev,STF_apparent_temperature,STF_apparent_temperature_dev,STF_precipitation_probability,STF_precipitation,STF_rain,STF_showers,STF_snowfall,impact,result,count_agg_2,yes_price_vol_2,count_vol_2,taker_side_sentiment_2,yes_price_sentiment_2,count_sentiment_2,yes_price_trend_2,count_agg_15,yes_price_vol_15,count_vol_15,taker_side_sentiment_15,yes_price_sentiment_15,count_sentiment_15,yes_price_trend_15,count_agg_60,yes_price_vol_60,count_vol_60,taker_side_sentiment_60,yes_price_sentiment_60,count_sentiment_60,yes_price_trend_60,count_agg_120,yes_price_vol_120,count_vol_120,taker_side_sentiment_120,yes_price_sentiment_120,count_sentiment_120,yes_price_trend_120
2024-12-16 15:00:29.830483,351,140310.169517,15.008055555555556,5,97,3,1,1.0,1.0,10.200000000000003,-16.1,-6.899999999999999,2.799999999999997,12.0,-14.5,-5.299999999999997,0.0,0.0,0.0,0.0,0.0,5.0,-9.200000000000003,10.200000000000003,-5.099999999999994,6.099999999999994,6.0,0.0,0.0,0.0,0.0,-6.700000000000003,7.700000000000003,-2.799999999999997,3.799999999999997,10.0,0.0,0.0,0.0,0.0,-63.18977346521981,-97,5,,,1.0,97.0,5.0,0,5,,,1.0,97.0,5.0,0,5,,,1.0,97.0,5.0,0,5,,,1.0,97.0,5.0,0
2024-12-16 15:01:46.477888,351,140233.522112,15.029444444444445,5,4,96,0,1.0,1.0,10.200000000000003,-16.1,-6.899999999999999,2.799999999999997,12.0,-14.5,-5.299999999999997,0.0,0.0,0.0,0.0,0.0,5.0,-9.200000000000003,10.200000000000003,-5.099999999999994,6.099999999999994,6.0,0.0,0.0,0.0,0.0,-6.700000000000003,7.700000000000003,-2.799999999999997,3.799999999999997,10.0,0.0,0.0,0.0,0.0,29.807252842406456,4,10,65.76093065034893,0.0,0.5,50.5,5.0,93,10,65.76093065034893,0.0,0.5,50.5,5.0,93,10,65.76093065034893,0.0,0.5,50.5,5.0,93,10,65.76093065034893,0.0,0.5,50.5,5.0,93
2024-12-16 15:02:20.388495,351,140199.611505,15.03888888888889,15,59,41,1,3.0,-1.0,10.200000000000003,-18.1,-6.899999999999999,0.7999999999999972,12.0,-16.5,-5.299999999999997,0.0,0.0,0.0,0.0,0.0,5.0,-11.200000000000003,10.200000000000003,-7.099999999999994,6.099999999999994,6.0,0.0,0.0,0.0,0.0,-8.700000000000003,7.700000000000003,-4.799999999999997,3.799999999999997,10.0,0.0,0.0,0.0,0.0,11.794091753888296,41,25,,,1.0,59.0,15.0,0,25,,,1.0,59.0,15.0,0,25,,,1.0,59.0,15.0,0,25,,,1.0,59.0,15.0,0
2024-12-16 15:02:41.914810,351,140178.08519,15.044722222222221,15,60,40,1,3.5,-1.5,10.200000000000003,-18.6,-6.899999999999999,0.29999999999999716,12.0,-17.0,-5.299999999999997,0.0,0.0,0.0,0.0,0.0,5.0,-11.700000000000003,10.200000000000003,-7.599999999999994,6.099999999999994,6.0,0.0,0.0,0.0,0.0,-9.200000000000003,7.700000000000003,-5.299999999999997,3.799999999999997,10.0,0.0,0.0,0.0,0.0,-48.39475997208076,-60,35,,,1.0,60.0,15.0,0,40,,,1.0,60.0,15.0,0,40,,,1.0,60.0,15.0,0,40,,,1.0,60.0,15.0,0
2024-12-16 15:12:31.633638,351,139588.366362,15.20861111111111,40,20,80,0,3.0,-1.0,10.200000000000003,-18.1,-6.899999999999999,0.7999999999999972,12.0,-16.5,-5.299999999999997,0.0,0.0,0.0,0.0,0.0,5.0,-11.200000000000003,10.200000000000003,-7.099999999999994,6.099999999999994,6.0,0.0,0.0,0.0,0.0,-8.700000000000003,7.700000000000003,-4.799999999999997,3.799999999999997,10.0,0.0,0.0,0.0,0.0,50.79755381604697,-80,100,1.0,25.658007197234422,0.0,20.0,33.333333333333336,-1,140,19.517086531208154,22.86737122335374,0.25,29.75,28.75,38,140,19.517086531208154,22.86737122335374,0.25,29.75,28.75,38,140,19.517086531208154,22.86737122335374,0.25,29.75,28.75,38
2024-12-16 15:12:31.633638,351,139588.366362,15.20861111111111,55,19,81,0,3.0,-1.0,10.200000000000003,-18.1,-6.899999999999999,0.7999999999999972,12.0,-16.5,-5.299999999999997,0.0,0.0,0.0,0.0,0.0,5.0,-11.200000000000003,10.200000000000003,-7.099999999999994,6.099999999999994,6.0,0.0,0.0,0.0,0.0,-8.700000000000003,7.700000000000003,-4.799999999999997,3.799999999999997,10.0,0.0,0.0,0.0,0.0,51.837348217783,-81,100,1.0,25.658007197234422,0.0,20.0,33.333333333333336,-1,140,19.517086531208154,22.86737122335374,0.25,29.75,28.75,38,140,19.517086531208154,22.86737122335374,0.25,29.75,28.75,38,140,19.517086531208154,22.86737122335374,0.25,29.75,28.75,38
2024-12-16 15:12:31.633638,351,139588.366362,15.20861111111111,5,21,79,0,3.0,-1.0,10.200000000000003,-18.1,-6.899999999999999,0.7999999999999972,12.0,-16.5,-5.299999999999997,0.0,0.0,0.0,0.0,0.0,5.0,-11.200000000000003,10.200000000000003,-7.099999999999994,6.099999999999994,6.0,0.0,0.0,0.0,0.0,-8.700000000000003,7.700000000000003,-4.799999999999997,3.799999999999997,10.0,0.0,0.0,0.0,0.0,49.893245760219585,-79,100,1.0,25.658007197234422,0.0,20.0,33.333333333333336,-1,140,19.517086531208154,22.86737122335374,0.25,29.75,28.75,38,140,19.517086531208154,22.86737122335374,0.25,29.75,28.75,38,140,19.517086531208154,22.86737122335374,0.25,29.75,28.75,38
2024-12-16 15:12:31.744465,351,139588.255535,15.20861111111111,40,20,80,0,3.5,-1.5,10.200000000000003,-18.6,-6.899999999999999,0.29999999999999716,12.0,-17.0,-5.299999999999997,0.0,0.0,0.0,0.0,0.0,5.0,-11.700000000000003,10.200000000000003,-7.599999999999994,6.099999999999994,6.0,0.0,0.0,0.0,0.0,-9.200000000000003,7.700000000000003,-5.299999999999997,3.799999999999997,10.0,0.0,0.0,0.0,0.0,-8.404144742795822,20,335,7.339391437078872,17.440374613713622,0.0,14.333333333333334,39.166666666666664,-2,375,18.515116089550286,18.35496559257908,0.14285714285714285,20.857142857142858,35.714285714285715,38,375,18.515116089550286,18.35496559257908,0.14285714285714285,20.857142857142858,35.714285714285715,38,375,18.515116089550286,18.35496559257908,0.14285714285714285,20.857142857142858,35.714285714285715,38
2024-12-16 15:12:31.744465,351,139588.255535,15.20861111111111,50,7,93,0,3.5,-1.5,10.200000000000003,-18.6,-6.899999999999999,0.29999999999999716,12.0,-17.0,-5.299999999999997,0.0,0.0,0.0,0.0,0.0,5.0,-11.700000000000003,10.200000000000003,-7.599999999999994,6.099999999999994,6.0,0.0,0.0,0.0,0.0,-9.200000000000003,7.700000000000003,-5.299999999999997,3.799999999999997,10.0,0.0,0.0,0.0,0.0,4.591507030047467,7,335,7.339391437078872,17.440374613713622,0.0,14.333333333333334,39.166666666666664,-2,375,18.515116089550286,18.35496559257908,0.14285714285714285,20.857142857142858,35.714285714285715,38,375,18.515116089550286,18.35496559257908,0.14285714285714285,20.857142857142858,35.714285714285715,38,375,18.515116089550286,18.35496559257908,0.14285714285714285,20.857142857142858,35.714285714285715,38
2024-12-16 15:12:31.744465,351,139588.255535,15.20861111111111,50,8,92,0,3.5,-1.5,10.200000000000003,-18.6,-6.899999999999999,0.29999999999999716,12.0,-17.0,-5.299999999999997,0.0,0.0,0.0,0.0,0.0,5.0,-11.700000000000003,10.200000000000003,-7.599999999999994,6.099999999999994,6.0,0.0,0.0,0.0,0.0,-9.200000000000003,7.700000000000003,-5.299999999999997,3.799999999999997,10.0,0.0,0.0,0.0,0.0,3.59447845614217,8,335,7.339391437078872,17.440374613713622,0.0,14.333333333333334,39.166666666666664,-2,375,18.515116089550286,18.35496559257908,0.14285714285714285,20.857142857142858,35.714285714285715,38,375,18.515116089550286,18.35496559257908,0.14285714285714285,20.857142857142858,35.714285714285715,38,375,18.515116089550286,18.35496559257908,0.14285714285714285,20.857142857142858,35.714285714285715,38
