time,day_of_year,time_to_strike,time_of_day,count,yes_price,no_price,taker_side,shift,DF_temperature_2m_max,DF_temperature_2m_max_dev,DF_temperature_2m_min,DF_temperature_2m_min_dev,DF_apparent_temperature_max,DF_apparent_temperature_max_dev,DF_apparent_temperature_min,DF_apparent_temperature_min_dev,DF_showers_sum,DF_snowfall_sum,DF_precipitation_sum,DF_precipitation_hours,DF_rain_sum,DF_precipitation_probability_max,DF_wind_gusts_10m_max,DF_wind_speed_10m_max,DF_daylight_duration,DF_sunshine_duration,DF_cloud_cover_max,DF_cloud_cover_min,CF_temperature_2m,CF_temperature_2m_dev,CF_apparent_temperature,CF_apparent_temperature_dev,CF_precipitation_probability,CF_precipitation,CF_rain,CF_showers,CF_snowfall,CF_cloud_cover_high,CF_cloud_cover,CF_wind_speed_10m,CF_wind_gusts_10m,CF_cloud_cover_mid,STF_temperature_2m,STF_temperature_2m_dev,STF_apparent_temperature,STF_apparent_temperature_dev,STF_precipitation_probability,STF_precipitation,STF_rain,STF_showers,STF_snowfall,STF_cloud_cover_high,STF_cloud_cover,STF_wind_speed_10m,STF_wind_gusts_10m,STF_cloud_cover_mid,impact,result,count_agg_2,yes_price_vol_2,count_vol_2,taker_side_sentiment_2,yes_price_sentiment_2,count_sentiment_2,yes_price_trend_2,count_agg_5,yes_price_vol_5,count_vol_5,taker_side_sentiment_5,yes_price_sentiment_5,count_sentiment_5,yes_price_trend_5,count_agg_15,yes_price_vol_15,count_vol_15,taker_side_sentiment_15,yes_price_sentiment_15,count_sentiment_15,yes_price_trend_15,count_agg_60,yes_price_vol_60,count_vol_60,taker_side_sentiment_60,yes_price_sentiment_60,count_sentiment_60,yes_price_trend_60,count_agg_120,yes_price_vol_120,count_vol_120,taker_side_sentiment_120,yes_price_sentiment_120,count_sentiment_120,yes_price_trend_120
2025-05-21 14:07:28.955702,141,139891.044298,14.124444444444444,31,22,78,0,1.0,-1.5999999999999943,10.800000000000011,-23.799999999999997,-11.399999999999991,3.5999999999999943,16.0,-16.799999999999997,-4.3999999999999915,0.0,0.0,0.0,0.0,0.0,2,41.0,16.6,49767.16,41334.36,100,0,-12.400000000000006,10.800000000000011,-7.200000000000003,5.6000000000000085,0,0.0,0.0,0.0,0.0,0,1,8.2,9.7,0,-8.900000000000006,7.300000000000011,-2.5,0.9000000000000057,0,0.0,0.0,0.0,0.0,0,0,5.2,9.0,0,-4.71759312320917,22,31,,,0.0,22.0,31.0,0,31,,,0.0,22.0,31.0,0,31,,,0.0,22.0,31.0,0,31,,,0.0,22.0,31.0,0,31,,,0.0,22.0,31.0,0
2025-05-21 14:15:28.998802,141,139411.001198,14.257777777777777,9,10,90,1,-5.0,4.400000000000006,10.800000000000011,-17.799999999999997,-11.399999999999991,9.599999999999994,16.0,-10.799999999999997,-4.3999999999999915,0.0,0.0,0.0,0.0,0.0,2,41.0,16.6,49767.16,41334.36,100,0,-6.400000000000006,10.800000000000011,-1.2000000000000028,5.6000000000000085,0,0.0,0.0,0.0,0.0,0,1,8.2,9.7,0,-2.9000000000000057,7.300000000000011,3.5,0.9000000000000057,0,0.0,0.0,0.0,0.0,0,0,5.2,9.0,0,-3.9177009155645983,-10,33,7.0710678118654755,10.606601717798213,1.0,15.0,16.5,-10,33,7.0710678118654755,10.606601717798213,1.0,15.0,16.5,-10,64,7.0710678118654755,10.606601717798213,1.0,15.0,16.5,-10,64,7.0710678118654755,10.606601717798213,1.0,15.0,16.5,-10,64,7.0710678118654755,10.606601717798213,1.0,15.0,16.5,-10
2025-05-21 14:15:28.998802,141,139411.001198,14.257777777777777,24,20,80,1,-5.0,4.400000000000006,10.800000000000011,-17.799999999999997,-11.399999999999991,9.599999999999994,16.0,-10.799999999999997,-4.3999999999999915,0.0,0.0,0.0,0.0,0.0,2,41.0,16.6,49767.16,41334.36,100,0,-6.400000000000006,10.800000000000011,-1.2000000000000028,5.6000000000000085,0,0.0,0.0,0.0,0.0,0,1,8.2,9.7,0,-2.9000000000000057,7.300000000000011,3.5,0.9000000000000057,0,0.0,0.0,0.0,0.0,0,0,5.2,9.0,0,-13.921291110884837,-20,33,7.0710678118654755,10.606601717798213,1.0,15.0,16.5,-10,33,7.0710678118654755,10.606601717798213,1.0,15.0,16.5,-10,64,7.0710678118654755,10.606601717798213,1.0,15.0,16.5,-10,64,7.0710678118654755,10.606601717798213,1.0,15.0,16.5,-10,64,7.0710678118654755,10.606601717798213,1.0,15.0,16.5,-10
2025-05-21 14:15:29.119606,141,139410.880394,14.258055555555556,10,17,83,1,-3.0,2.4000000000000057,10.800000000000011,-19.799999999999997,-11.399999999999991,7.599999999999994,16.0,-12.799999999999997,-4.3999999999999915,0.0,0.0,0.0,0.0,0.0,2,41.0,16.6,49767.16,41334.36,100,0,-8.400000000000006,10.800000000000011,-3.200000000000003,5.6000000000000085,0,0.0,0.0,0.0,0.0,0,1,8.2,9.7,0,-4.900000000000006,7.300000000000011,1.5,0.9000000000000057,0,0.0,0.0,0.0,0.0,0,0,5.2,9.0,0,-4.255336421374338,-17,43,,,1.0,17.0,10.0,0,43,,,1.0,17.0,10.0,0,74,,,1.0,17.0,10.0,0,74,,,1.0,17.0,10.0,0,74,,,1.0,17.0,10.0,0
2025-05-21 14:15:29.388976,141,139410.611024,14.258055555555556,27,21,79,0,1.0,-1.5999999999999943,10.800000000000011,-23.799999999999997,-11.399999999999991,3.5999999999999943,16.0,-16.799999999999997,-4.3999999999999915,0.0,0.0,0.0,0.0,0.0,2,41.0,16.6,49767.16,41334.36,100,0,-12.400000000000006,10.800000000000011,-7.200000000000003,5.6000000000000085,0,0.0,0.0,0.0,0.0,0,1,8.2,9.7,0,-8.900000000000006,7.300000000000011,-2.5,0.9000000000000057,0,0.0,0.0,0.0,0.0,0,0,5.2,9.0,0,-3.7344145387623655,21,70,,,0.0,21.0,27.0,0,70,,,0.0,21.0,27.0,0,101,0.7071067811865476,2.8284271247461903,0.0,21.5,29.0,1,101,0.7071067811865476,2.8284271247461903,0.0,21.5,29.0,1,101,0.7071067811865476,2.8284271247461903,0.0,21.5,29.0,1
2025-05-21 14:15:31.488890,141,139408.51111,14.258611111111112,11,21,79,0,1.0,-1.5999999999999943,10.800000000000011,-23.799999999999997,-11.399999999999991,3.5999999999999943,16.0,-16.799999999999997,-4.3999999999999915,0.0,0.0,0.0,0.0,0.0,2,41.0,16.6,49767.16,41334.36,100,0,-12.400000000000006,10.800000000000011,-7.200000000000003,5.6000000000000085,0,0.0,0.0,0.0,0.0,0,1,8.2,9.7,0,-8.900000000000006,7.300000000000011,-2.5,0.9000000000000057,0,0.0,0.0,0.0,0.0,0,0,5.2,9.0,0,-3.746048228914276,21,81,0.0,11.313708498984761,0.0,21.0,19.0,0,81,0.0,11.313708498984761,0.0,21.0,19.0,0,112,0.5773502691896258,10.583005244258363,0.0,21.333333333333332,23.0,1,112,0.5773502691896258,10.583005244258363,0.0,21.333333333333332,23.0,1,112,0.5773502691896258,10.583005244258363,0.0,21.333333333333332,23.0,1
2025-05-21 14:20:29.730548,141,139110.269452,14.34138888888889,7,27,73,0,-5.0,4.400000000000006,10.800000000000011,-17.799999999999997,-11.399999999999991,9.599999999999994,16.0,-10.799999999999997,-4.3999999999999915,0.0,0.0,0.0,0.0,0.0,2,41.0,16.6,49767.16,41334.36,100,0,-6.400000000000006,10.800000000000011,-1.2000000000000028,5.6000000000000085,0,0.0,0.0,0.0,0.0,0,1,8.2,9.7,0,-2.9000000000000057,7.300000000000011,3.5,0.9000000000000057,0,0.0,0.0,0.0,0.0,0,0,5.2,9.0,0,-20.955394508523014,27,7,,,0.0,27.0,7.0,0,18,,,0.0,27.0,7.0,0,119,8.54400374531753,9.291573243177568,0.6666666666666666,19.0,13.333333333333334,-17,119,8.54400374531753,9.291573243177568,0.6666666666666666,19.0,13.333333333333334,-17,119,8.54400374531753,9.291573243177568,0.6666666666666666,19.0,13.333333333333334,-17
2025-05-21 14:20:30.853080,141,139109.14692,14.341666666666667,18,26,74,0,-3.0,2.4000000000000057,10.800000000000011,-19.799999999999997,-11.399999999999991,7.599999999999994,16.0,-12.799999999999997,-4.3999999999999915,0.0,0.0,0.0,0.0,0.0,2,41.0,16.6,49767.16,41334.36,100,0,-8.400000000000006,10.800000000000011,-3.200000000000003,5.6000000000000085,0,0.0,0.0,0.0,0.0,0,1,8.2,9.7,0,-4.900000000000006,7.300000000000011,1.5,0.9000000000000057,0,0.0,0.0,0.0,0.0,0,0,5.2,9.0,0,-13.257369452008987,26,25,,,0.0,26.0,18.0,0,36,,,0.0,26.0,18.0,0,137,6.363961030678928,5.656854249492381,0.5,21.5,14.0,-9,137,6.363961030678928,5.656854249492381,0.5,21.5,14.0,-9,137,6.363961030678928,5.656854249492381,0.5,21.5,14.0,-9
2025-05-21 14:20:31.675857,141,139108.324143,14.341944444444445,34,16,84,1,1.0,-1.5999999999999943,10.800000000000011,-23.799999999999997,-11.399999999999991,3.5999999999999943,16.0,-16.799999999999997,-4.3999999999999915,0.0,0.0,0.0,0.0,0.0,2,41.0,16.6,49767.16,41334.36,100,0,-12.400000000000006,10.800000000000011,-7.200000000000003,5.6000000000000085,0,0.0,0.0,0.0,0.0,0,1,8.2,9.7,0,-8.900000000000006,7.300000000000011,-2.5,0.9000000000000057,0,0.0,0.0,0.0,0.0,0,0,5.2,9.0,0,1.2491913123844718,-16,59,,,1.0,16.0,34.0,0,59,,,1.0,16.0,34.0,0,171,2.70801280154532,10.242883708539635,0.25,20.0,25.75,6,171,2.70801280154532,10.242883708539635,0.25,20.0,25.75,6,171,2.70801280154532,10.242883708539635,0.25,20.0,25.75,6
2025-05-21 14:25:11.455358,141,138828.544642,14.419722222222221,7,27,73,0,-3.0,2.4000000000000057,10.800000000000011,-19.799999999999997,-11.399999999999991,7.599999999999994,16.0,-12.799999999999997,-4.3999999999999915,0.0,0.0,0.0,0.0,0.0,2,41.0,16.6,49767.16,41334.36,100,0,-8.400000000000006,10.800000000000011,-3.200000000000003,5.6000000000000085,0,0.0,0.0,0.0,0.0,0,1,8.2,9.7,0,-4.900000000000006,7.300000000000011,1.5,0.9000000000000057,0,0.0,0.0,0.0,0.0,0,0,5.2,9.0,0,-14.268780184574183,27,7,,,0.0,27.0,7.0,0,66,0.7071067811865476,7.7781745930520225,0.0,26.5,12.5,-1,147,5.507570547286102,5.686240703077327,0.3333333333333333,23.333333333333332,11.666666666666666,-10,178,5.507570547286102,5.686240703077327,0.3333333333333333,23.333333333333332,11.666666666666666,-10,178,5.507570547286102,5.686240703077327,0.3333333333333333,23.333333333333332,11.666666666666666,-10
