date,profit,quantity,volume,fees_paid,avg_profit,sharpe
2025-05-22,48.77999999999997,170,91.31,2.749999999999995,48.77999999999997,48.77999999999997
2025-05-23,15.58999999999969,235,137.77,4.279999999999997,32.18499999999983,1.9394395902379968
2025-05-24,69.31000000000063,162,89.05,2.8399999999999976,44.560000000000095,2.013267761283106
2025-05-25,-47.55999999999932,154,98.57000000000001,2.99,21.530000000000243,0.48649303411529726
2025-05-26,-24.049999999999784,154,74.28999999999999,2.98,12.414000000000238,0.28485319271401616
2025-05-27,-57.30000000000052,129,59.68999999999997,2.3899999999999983,0.7950000000001106,0.016731425553454114
2025-05-28,-24.32000000000005,177,72.42999999999999,3.169999999999997,-2.792857142857055,-0.062257217437448414
2025-05-29,4.609999999999673,221,105.77000000000004,4.379999999999995,-1.8674999999999642,-0.044428295568759185
2025-05-30,72.02000000000066,229,144.65000000000003,3.969999999999999,6.342222222222328,0.13807886874511746
2025-05-31,53.90000000000089,154,96.85999999999997,2.639999999999994,11.098000000000184,0.24204450717105344
