date,profit,quantity,volume,fees_paid,avg_profit,sharpe
2025-05-18,2.2999999999999545,110,55.50000000000003,2.1200000000000006,2.2999999999999545,2.2999999999999545
2025-05-19,0.770000000000266,149,71.08999999999997,2.9600000000000017,1.5350000000001103,1.5350000000001103
2025-05-20,-21.719999999999914,121,59.170000000000016,2.310000000000001,-6.216666666666565,-0.5661658554777551
2025-05-21,-0.13999999999998636,1,0.13,0.01,-4.69749999999992,-0.4761038230308425
2025-05-22,-1.4199999999996749,111,55.12999999999999,2.190000000000001,-4.041999999999871,-0.4530499227285042
2025-05-23,-4.260000000000048,124,56.350000000000016,2.3500000000000005,-4.078333333333234,-0.5007275495320977
2025-05-24,29.29999999999984,77,29.99000000000001,1.530000000000001,0.6900000000000627,0.049630890690427684
2025-05-25,15.759999999999991,72,35.26999999999999,1.4300000000000008,2.5737500000000537,0.18480240328138198
2025-05-26,-21.520000000000323,76,26.61999999999999,1.5000000000000009,-0.10333333333332145,-0.006817375504735506
2025-05-27,23.449999999999818,98,41.30999999999999,1.8800000000000012,2.2519999999999927,0.14055822602085555
2025-05-28,23.069999999999936,108,48.42999999999999,2.0600000000000014,4.144545454545442,0.25261287289063483
2025-05-29,19.289999999999964,262,139.10000000000008,5.00999999999998,5.406666666666652,0.3325867836372534
2025-05-30,26.560000000000286,161,80.51000000000005,3.09,7.033846153846162,0.4236066630665477
2025-05-31,-7.6799999999997794,124,58.070000000000014,2.410000000000001,5.982857142857166,0.3638488365527262
2025-06-01,-33.22999999999996,107,45.469999999999985,2.0600000000000014,3.3686666666666913,0.18057145281561304
2025-06-02,33.41000000000054,117,56.07,2.260000000000001,5.246250000000057,0.26942531466518954
2025-06-03,-2.2099999999999795,100,52.629999999999974,1.9600000000000013,4.807647058823584,0.25340871638703394
