date,profit,quantity,volume,fees_paid,avg_profit,sharpe
2025-05-29,-8.1099999999999,149,83.08999999999999,2.8800000000000017,-8.1099999999999,-8.1099999999999
2025-05-30,-7.799999999999898,258,140.45999999999995,4.8199999999999825,-7.954999999999899,-7.954999999999899
2025-05-31,-0.8799999999997681,177,86.07000000000005,3.1499999999999972,-5.596666666666522,-1.6768600152693558
2025-06-01,42.39000000000033,160,82.61,3.0000000000000004,6.40000000000019,0.30506828560311117
2025-06-02,-13.690000000000225,97,41.49999999999999,1.750000000000001,2.382000000000107,0.11669336236473161
2025-06-03,23.580000000000382,193,96.22999999999995,3.6299999999999986,5.915000000000153,0.2922512783447318
2025-06-04,29.610000000000127,155,73.25,2.98,9.30000000000015,0.4538666215945106
2025-06-05,11.279999999999916,140,75.08999999999995,2.6900000000000013,9.54750000000012,0.4978260733007035
2025-06-06,-0.8699999999998909,177,96.36999999999993,3.2799999999999985,8.39000000000012,0.45658481823181896
2025-06-07,10.799999999999955,119,68.49999999999999,2.1200000000000014,8.631000000000103,0.49468207552194093
