date,profit,quantity,volume,fees_paid,avg_profit,sharpe
2025-05-18,11.52000000000021,126,76.49999999999996,1.9800000000000013,11.52000000000021,11.52000000000021
2025-05-19,3.599999999999625,72,45.370000000000005,1.0300000000000005,7.559999999999917,1.9090909090907473
2025-05-20,3.7800000000003138,36,19.58,0.6400000000000003,6.30000000000005,1.706471322351878
2025-05-21,0.0,0,0.0,0.0,4.725000000000037,1.1242330872162596
2025-05-22,6.969999999999686,54,39.27,0.7600000000000005,5.173999999999967,1.3387056032726055
2025-05-23,-5.729999999999677,176,93.78999999999995,2.379999999999998,3.3566666666666927,0.6237309197630162
2025-05-24,10.149999999999864,50,26.489999999999988,0.7400000000000004,4.32714285714286,0.7838417945952564
2025-05-25,-4.0200000000000955,34,23.499999999999996,0.5200000000000001,3.2837499999999906,0.5608012766324333
2025-05-26,6.41999999999922,53,41.72999999999999,0.6300000000000003,3.6322222222221274,0.6477000567051147
2025-05-27,-3.259999999999934,31,23.429999999999996,0.4100000000000001,2.942999999999921,0.5156124320507215
2025-05-28,-1.5100000000001046,20,12.190000000000001,0.28,2.538181818181737,0.4540017934370714
2025-05-29,-48.11999999999966,182,77.14000000000001,2.979999999999996,-1.6833333333333798,-0.11230105473034227
2025-05-30,26.489999999999668,72,39.01999999999997,1.1300000000000006,0.4838461538460855,0.02979217071940183
2025-05-31,-26.089999999999804,215,83.81999999999994,2.7499999999999867,-1.4142857142857639,-0.08279905451793464
2025-06-01,20.62000000000012,132,76.45999999999994,1.9200000000000015,0.05466666666662832,0.0031430216801436005
2025-06-02,-36.31,177,98.01999999999975,2.289999999999997,-2.218125000000036,-0.11672825056144875
2025-06-03,1.7399999999998386,31,17.750000000000004,0.5100000000000001,-1.9852941176471024,-0.1075538086242394
