date,profit,quantity,volume,fees_paid,avg_profit,sharpe
2025-05-27,20.22999999999979,114,50.029999999999994,2.2800000000000016,20.22999999999979,20.22999999999979
2025-05-28,20.539999999999736,110,53.440000000000026,2.2000000000000015,20.384999999999764,20.384999999999764
2025-05-29,-20.70999999999924,185,88.31000000000002,3.700000000000003,6.6866666666667625,0.34515778936839153
2025-05-30,43.710000000000264,156,68.81,3.1200000000000023,15.942500000000138,0.6870172746087202
2025-05-31,-5.699999999999818,52,20.82,1.0400000000000005,11.614000000000146,0.5164402501903983
2025-06-01,-17.119999999999834,128,58.13999999999999,2.560000000000002,6.825000000000149,0.2947624110027968
2025-06-02,30.22000000000071,104,41.15999999999998,2.0800000000000014,10.167142857143087,0.44307691237571994
2025-06-03,-2.9099999999999113,74,32.95000000000001,1.4800000000000009,8.532500000000212,0.38968271073609906
2025-06-04,6.370000000000061,71,35.14999999999999,1.4200000000000008,8.292222222222417,0.4014641989674317
2025-06-05,5.840000000000032,123,60.12,2.4600000000000017,8.047000000000178,0.4103767795925253
