date,profit,quantity,volume,fees_paid,avg_profit,sharpe
2025-02-19,13.289999999999395,1243,731.27,17.47999999999994,13.289999999999395,13.289999999999395
2025-02-20,27.86000000000047,821,562.899999999999,12.219999999999812,20.574999999999932,2.8242964996566116
2025-02-21,-265.74000000000086,1513,926.3600000000093,23.24000000000007,-74.86333333333367,-0.5541278569794774
2025-02-22,242.10999999999956,1735,920.9900000000051,22.780000000000275,4.37999999999964,0.02428549662447693
2025-02-23,242.34000000000174,1246,559.3199999999972,18.05999999999995,51.97200000000006,0.27747635208694255
2025-02-24,67.21000000000299,1111,786.2000000000025,16.029999999999745,54.51166666666722,0.31863774903982095
2025-02-25,146.75,1016,652.579999999999,16.669999999999725,67.6885714285719,0.4187560028998751
2025-02-26,84.6299999999992,803,473.0400000000009,13.349999999999792,69.80625000000032,0.4613579612439307
2025-02-27,200.65000000000032,1957,973.650000000002,29.14000000000015,84.34444444444476,0.5681252607154913
2025-02-28,51.539999999998145,1420,852.2900000000054,23.17000000000012,81.0640000000001,0.5741650529521807
2025-03-01,63.09999999999752,815,529.0400000000005,13.479999999999793,79.43090909090895,0.5896241350020166
2025-03-02,2.7099999999982742,1573,1032.8500000000058,23.000000000000206,73.03749999999974,0.5587720923164279
2025-03-03,21.52000000000055,872,580.8800000000034,12.919999999999803,69.07461538461519,0.5467753802925913
2025-03-04,91.24999999999955,1044,517.9600000000021,17.42999999999971,70.65857142857121,0.5797894140344438
2025-03-05,77.58999999999764,1209,750.1099999999998,17.739999999999878,71.1206666666663,0.6039987435092479
2025-03-06,23.050000000000637,810,575.1700000000018,11.779999999999827,68.1162499999997,0.5943675620664235
2025-03-07,138.3699999999991,1500,926.2900000000052,22.08000000000001,72.24882352941142,0.6427643354298741
2025-03-08,47.57000000000153,749,474.76000000000226,13.069999999999805,70.87777777777754,0.6479807779030312
2025-03-09,31.350000000002638,806,556.7300000000002,12.759999999999815,68.79736842105254,0.6439868901986855
2025-03-10,-31.89000000000169,2613,1641.74,41.1100000000002,63.76299999999983,0.5992052005688293
2025-03-11,88.49999999999693,1491,718.4899999999967,23.99000000000021,64.94095238095207,0.6245426046527743
2025-03-12,56.44999999999823,868,566.08,10.129999999999837,64.55499999999962,0.6353443749714913
2025-03-13,10.969999999999231,1029,656.4600000000024,15.969999999999729,62.22521739130394,0.6224266708284849
2025-03-14,49.20999999999776,913,527.2900000000003,13.939999999999774,61.68291666666621,0.6300500890471256
