date,profit,quantity,volume,fees_paid,avg_profit,sharpe
2025-05-18,13.869999999999209,172,105.4400000000002,2.689999999999996,13.869999999999209,13.869999999999209
2025-05-19,12.450000000000273,144,95.51999999999991,2.030000000000001,13.15999999999974,13.15999999999974
2025-05-20,4.24000000000018,162,117.38999999999979,2.37,10.186666666666554,2.3998547868982896
2025-05-21,0.0,0,0.0,0.0,7.639999999999915,1.3305652906802867
2025-05-22,5.649999999998954,192,141.69999999999996,2.6499999999999946,7.241999999999723,1.3934826529785656
2025-05-23,-16.050000000000182,318,195.5199999999998,4.569999999999977,3.3599999999997388,0.33965846379269504
2025-05-24,4.750000000000057,37,26.55999999999999,0.4500000000000003,3.558571428571213,0.38800795328102955
2025-05-25,-3.7900000000000205,18,14.379999999999997,0.25,2.6399999999998087,0.2960756404376978
2025-05-26,3.649999999999693,63,33.33000000000001,0.9800000000000005,2.7522222222220183,0.3271516870294894
2025-05-27,7.569999999999936,147,79.81999999999998,2.0700000000000007,3.23399999999981,0.3987283274542782
2025-05-28,6.589999999999861,248,171.04000000000016,3.6499999999999866,3.539090909090724,0.45412086460099393
2025-05-29,-40.57999999999964,161,74.03000000000004,2.5499999999999994,-0.1375000000001402,-0.009618337295865347
2025-05-30,30.790000000001328,136,71.27000000000005,1.9000000000000015,2.2415384615384344,0.1399426256068016
2025-05-31,-13.28000000000003,76,43.229999999999976,1.0500000000000007,1.1328571428571155,0.07105165557817458
2025-06-01,7.879999999999825,74,62.14999999999998,0.9700000000000006,1.5826666666666294,0.1021393478261513
2025-06-02,0.0,0,0.0,0.0,1.483749999999965,0.09886377256402704
2025-06-03,0.6399999999998727,39,28.8,0.5600000000000003,1.434117647058783,0.09848845559850901
